"Col1","person","dept","eow","cause","cause_short","date","year","canine","dept_name","state","description","latitude","longitude","state_name"
"3898","Sergeant Marc Charles Wilbur","Avon Park Police Department, FL","EOW: Thursday, December 25, 2008","Cause of Death: Heart attack","Heart attack","2008-12-25","2008","False","Avon Park Police Department","FL","Tallahassee","30.438118","-84.281296","Florida"
"3899","Public Safety Officer Mason James Samborski","Oak Park Department of Public Safety, MI","EOW: Sunday, December 28, 2008","Cause of Death: Gunfire","Gunfire","2008-12-28","2008","False","Oak Park Department of Public Safety","MI","Lansing","42.733635","-84.555328","Michigan"
"3900","Corporal Christopher Kent Paschal","Smyth County Sheriff's Office, VA","EOW: Sunday, January 4, 2009","Cause of Death: Automobile accident","Automobile accident","2009-01-04","2009","False","Smyth County Sheriff's Office","VA","Richmond","37.538857","-77.43364","Virginia"
"3901","Senior Corporal Norman Stephen Smith","Dallas Police Department, TX","EOW: Tuesday, January 6, 2009","Cause of Death: Gunfire","Gunfire","2009-01-06","2009","False","Dallas Police Department","TX","Austin","30.27467","-97.740349","Texas"
"3902","Sergeant Charles W. Rice, Jr.","Westchester County Department of Public Safety, NY","EOW: Friday, January 9, 2009","Cause of Death: Duty related illness","Duty related illness","2009-01-09","2009","False","Westchester County Department of Public Safety","NY","Albany","42.652843","-73.757874","New York"
"3903","Sergeant Richard Moore Betters","Portland Police Department, ME","EOW: Wednesday, January 14, 2009","Cause of Death: Heart attack","Heart attack","2009-01-14","2009","False","Portland Police Department","ME","Augusta","44.307167","-69.781693","Maine"
"3904","K9 Ado","Sacramento County Sheriff's Department, CA","EOW: Sunday, January 18, 2009","Cause of Death: Struck by vehicle","Struck by vehicle","2009-01-18","2009","True","Sacramento County Sheriff's Department","CA","Sacramento","38.576668","-121.493629","California"
"3905","Detention Officer Cesar Arreola","El Paso County Sheriff's Office, TX","EOW: Sunday, January 18, 2009","Cause of Death: Duty related illness","Duty related illness","2009-01-18","2009","False","El Paso County Sheriff's Office","TX","Austin","30.27467","-97.740349","Texas"
"3906","Police Officer Jarod Michael Dean","Boston Heights Police Department, OH","EOW: Monday, January 19, 2009","Cause of Death: Struck by vehicle","Struck by vehicle","2009-01-19","2009","False","Boston Heights Police Department","OH","Columbus","39.961346","-82.999069","Ohio"
"3907","Deputy Sheriff Dominique Joseph Smith","Torrance County Sheriff's Office, NM","EOW: Tuesday, January 20, 2009","Cause of Death: Struck by vehicle","Struck by vehicle","2009-01-20","2009","False","Torrance County Sheriff's Office","NM","Santa Fe","35.68224","-105.939728","New Mexico"
"3908","Police Officer Joshuah Patrick Broadway","Montgomery Police Department, AL","EOW: Sunday, January 25, 2009","Cause of Death: Automobile accident","Automobile accident","2009-01-25","2009","False","Montgomery Police Department","AL","Montgomery","32.377716","-86.300568","Alabama"
"3909","Chief of Police Larry Neal Blagg","Trumann Police Department, AR","EOW: Tuesday, January 27, 2009","Cause of Death: Accidental","Accidental","2009-01-27","2009","False","Trumann Police Department","AR","Little Rock","34.746613","-92.288986","Arkansas"
"3910","Chief of Police Johnny Hamilton","New Ellenton Police Department, SC","EOW: Wednesday, January 28, 2009","Cause of Death: Automobile accident","Automobile accident","2009-01-28","2009","False","New Ellenton Police Department","SC","Columbia","34.000343","-81.033211","South Carolina"
"3911","Sergeant Curtis Allen Massey","Culver City Police Department, CA","EOW: Wednesday, January 28, 2009","Cause of Death: Automobile accident","Automobile accident","2009-01-28","2009","False","Culver City Police Department","CA","Sacramento","38.576668","-121.493629","California"
"3912","Captain Richard J. Cashin","Massachusetts State Police, MA","EOW: Wednesday, January 28, 2009","Cause of Death: Automobile accident","Automobile accident","2009-01-28","2009","False","Massachusetts State Police","MA","Boston","42.358162","-71.063698","Massachusetts"
"3913","Detective Christopher Charles Jones","Middletown Township Police Department, PA","EOW: Thursday, January 29, 2009","Cause of Death: Vehicular assault","Vehicular assault","2009-01-29","2009","False","Middletown Township Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"3914","Sergeant Greg Hernandez, Jr.","Tulare County Sheriff's Office, CA","EOW: Friday, February 6, 2009","Cause of Death: Automobile accident","Automobile accident","2009-02-06","2009","False","Tulare County Sheriff's Office","CA","Sacramento","38.576668","-121.493629","California"
"3915","Police Officer John Pawlowski","Philadelphia Police Department, PA","EOW: Friday, February 13, 2009","Cause of Death: Gunfire","Gunfire","2009-02-13","2009","False","Philadelphia Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"3916","Police Officer James Frederick ""Freddie"" Norman, II","Cobb County Police Department, GA","EOW: Saturday, February 14, 2009","Cause of Death: Vehicular assault","Vehicular assault","2009-02-14","2009","False","Cobb County Police Department","GA","Atlanta<br>","33.749027","-84.388229","Georgia"
"3917","Lieutenant David Charles Gann","Sequatchie County Sheriff's Office, TN","EOW: Tuesday, February 17, 2009","Cause of Death: Automobile accident","Automobile accident","2009-02-17","2009","False","Sequatchie County Sheriff's Office","TN","Nashville","36.16581","-86.784241","Tennessee"
"3918","Police Officer Richard John Matthews","Wilmington Police Department, NC","EOW: Wednesday, February 18, 2009","Cause of Death: Automobile accident","Automobile accident","2009-02-18","2009","False","Wilmington Police Department","NC","Raleigh","35.78043","-78.639099","North Carolina"
"3919","Captain Scott Michael Bierwiler","Hernando County Sheriff's Office, FL","EOW: Thursday, February 19, 2009","Cause of Death: Automobile accident","Automobile accident","2009-02-19","2009","False","Hernando County Sheriff's Office","FL","Tallahassee","30.438118","-84.281296","Florida"
"3920","Police Officer Glen L. Ciano","Suffolk County Police Department, NY","EOW: Sunday, February 22, 2009","Cause of Death: Vehicular assault","Vehicular assault","2009-02-22","2009","False","Suffolk County Police Department","NY","Albany","42.652843","-73.757874","New York"
"3921","Police Officer David Lucious Williams","Flint Police Department, MI","EOW: Tuesday, February 24, 2009","Cause of Death: Struck by vehicle","Struck by vehicle","2009-02-24","2009","False","Flint Police Department","MI","Lansing","42.733635","-84.555328","Michigan"
"3922","Correctional Officer Adam Michael Sanderson","Florida Department of Corrections, FL","EOW: Friday, March 6, 2009","Cause of Death: Vehicular assault","Vehicular assault","2009-03-06","2009","False","Florida Department of Corrections","FL","Tallahassee","30.438118","-84.281296","Florida"
"3923","Jailer Thomas Carroll","Goodhue County Sheriff's Department, MN","EOW: Tuesday, March 10, 2009","Cause of Death: Heart attack","Heart attack","2009-03-10","2009","False","Goodhue County Sheriff's Department","MN","St. Paul","44.955097","-93.102211","Minnesota"
"3924","Lieutenant Stuart Jay Alexander","Corpus Christi Police Department, TX","EOW: Wednesday, March 11, 2009","Cause of Death: Vehicular assault","Vehicular assault","2009-03-11","2009","False","Corpus Christi Police Department","TX","Austin","30.27467","-97.740349","Texas"
"3925","Police Officer John Mark Cortazzo","Port Authority of New York and New Jersey Police Department, NY","EOW: Saturday, March 14, 2009","Cause of Death: 9/11 related illness","9/11 related illness","2009-03-14","2009","False","Port Authority of New York and New Jersey Police Department","NY","Albany","42.652843","-73.757874","New York"
"3926","Deputy Sheriff Chad Lee Mechels","Turner County Sheriff's Department, SD","EOW: Sunday, March 15, 2009","Cause of Death: Gunfire","Gunfire","2009-03-15","2009","False","Turner County Sheriff's Department","SD","Pierre","44.367031","-100.346405","South Dakota"
"3927","Parole Officer Jeffrey Charles Woolson","New York State Division of Parole, NY","EOW: Thursday, March 19, 2009","Cause of Death: Automobile accident","Automobile accident","2009-03-19","2009","False","New York State Division of Parole","NY","Albany","42.652843","-73.757874","New York"
"3928","Corrections Officer Mark Lindsey Parker","Orange County Sheriff's Office, FL","EOW: Thursday, March 19, 2009","Cause of Death: Gunfire","Gunfire","2009-03-19","2009","False","Orange County Sheriff's Office","FL","Tallahassee","30.438118","-84.281296","Florida"
"3929","Sergeant Daniel Takashi Sakai","Oakland Police Department, CA","EOW: Saturday, March 21, 2009","Cause of Death: Gunfire","Gunfire","2009-03-21","2009","False","Oakland Police Department","CA","Sacramento","38.576668","-121.493629","California"
"3930","Sergeant Mark Thomas Dunakin","Oakland Police Department, CA","EOW: Saturday, March 21, 2009","Cause of Death: Gunfire","Gunfire","2009-03-21","2009","False","Oakland Police Department","CA","Sacramento","38.576668","-121.493629","California"
"3931","Sergeant Ervin Julius Romans, II","Oakland Police Department, CA","EOW: Saturday, March 21, 2009","Cause of Death: Gunfire","Gunfire","2009-03-21","2009","False","Oakland Police Department","CA","Sacramento","38.576668","-121.493629","California"
"3932","Police Officer John Raymond Hege","Oakland Police Department, CA","EOW: Tuesday, March 24, 2009","Cause of Death: Gunfire","Gunfire","2009-03-24","2009","False","Oakland Police Department","CA","Sacramento","38.576668","-121.493629","California"
"3933","Lieutenant Brian S. Mohamed","New York City Police Department, NY","EOW: Wednesday, March 25, 2009","Cause of Death: 9/11 related illness","9/11 related illness","2009-03-25","2009","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"3934","Trooper Michael Warren Haynes","Montana Highway Patrol, MT","EOW: Friday, March 27, 2009","Cause of Death: Vehicular assault","Vehicular assault","2009-03-27","2009","False","Montana Highway Patrol","MT","Helena","46.585709","-112.018417","Montana"
"3935","Lieutenant Gerald Rex","New York City Police Department, NY","EOW: Monday, March 30, 2009","Cause of Death: 9/11 related illness","9/11 related illness","2009-03-30","2009","False","New York City Police Department","NY","Albany","42.652843","-73.757874","New York"
"3936","Sergeant Randy Dewayne White","Bridgeport Police Department, TX","EOW: Thursday, April 2, 2009","Cause of Death: Vehicle pursuit","Vehicle pursuit","2009-04-02","2009","False","Bridgeport Police Department","TX","Austin","30.27467","-97.740349","Texas"
"3937","Police Officer Eric Guy Kelly","Pittsburgh Police Department, PA","EOW: Saturday, April 4, 2009","Cause of Death: Gunfire","Gunfire","2009-04-04","2009","False","Pittsburgh Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"3938","Police Officer Stephen James Mayhle","Pittsburgh Police Department, PA","EOW: Saturday, April 4, 2009","Cause of Death: Gunfire","Gunfire","2009-04-04","2009","False","Pittsburgh Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"3939","Police Officer Paul John Rizzo Domenic Sciullo, II","Pittsburgh Police Department, PA","EOW: Saturday, April 4, 2009","Cause of Death: Gunfire","Gunfire","2009-04-04","2009","False","Pittsburgh Police Department","PA","Harrisburg","40.264378","-76.883598","Pennsylvania"
"3940","Deputy Sheriff Richard James ""Ricky"" Stiles, Jr.","East Feliciana Parish Sheriff's Department, LA","EOW: Tuesday, April 7, 2009","Cause of Death: Automobile accident","Automobile accident","2009-04-07","2009","False","East Feliciana Parish Sheriff's Department","LA","Baton Rouge","30.457069","-91.187393","Louisiana"
"3941","Sergeant Michael Allen Towner","Worcester Police Department, MA","EOW: Tuesday, April 7, 2009","Cause of Death: Heart attack","Heart attack","2009-04-07","2009","False","Worcester Police Department","MA","Boston","42.358162","-71.063698","Massachusetts"
"3942","Detective Rickie Allen Pearson, Jr.","Lenoir County Sheriff's Office, NC","EOW: Wednesday, April 8, 2009","Cause of Death: Gunfire","Gunfire","2009-04-08","2009","False","Lenoir County Sheriff's Office","NC","Raleigh","35.78043","-78.639099","North Carolina"
"3943","Police Officer Terrelle Lee ""Terry"" Adams","Tifton Police Department, GA","EOW: Wednesday, April 22, 2009","Cause of Death: Motorcycle accident","Motorcycle accident","2009-04-22","2009","False","Tifton Police Department","GA","Atlanta<br>","33.749027","-84.388229","Georgia"
"3944","Police Officer William Dexter Hammond","Headland Police Department, AL","EOW: Friday, April 24, 2009","Cause of Death: Gunfire","Gunfire","2009-04-24","2009","False","Headland Police Department","AL","Montgomery","32.377716","-86.300568","Alabama"
"3945","Deputy Sheriff Brandon Scott Coker","Vance County Sheriff's Office, NC","EOW: Saturday, April 25, 2009","Cause of Death: Automobile accident","Automobile accident","2009-04-25","2009","False","Vance County Sheriff's Office","NC","Raleigh","35.78043","-78.639099","North Carolina"
"3946","Deputy Sheriff Warren Keith ""Skip"" York","Okaloosa County Sheriff's Office, FL","EOW: Saturday, April 25, 2009","Cause of Death: Gunfire","Gunfire","2009-04-25","2009","False","Okaloosa County Sheriff's Office","FL","Tallahassee","30.438118","-84.281296","Florida"
