Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Latitude,Longitude,Location
63720389,1/10/2025 17:49,1/11/2025 0:53,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10456,1251 WEBSTER AVENUE,WEBSTER AVENUE,EAST  168 STREET,EAST  169 STREET,EAST  168 STREET,EAST  169 STREET,ADDRESS,BRONX,WEBSTER AVENUE,,Closed,,1/11/2025 0:53,04 BRONX,BRONX,1009374,242787,Unspecified,BRONX,40.83303388,-73.90921031,POINT (-73.90921031302838 40.83303387949112)
63720126,1/10/2025 17:48,1/10/2025 20:51,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Street/Sidewalk,11230,1918 AVENUE H,AVENUE H,EAST   19 STREET,OCEAN AVENUE,EAST   19 STREET,OCEAN AVENUE,ADDRESS,BROOKLYN,AVENUE H,,Closed,,1/10/2025 20:51,14 BROOKLYN,BROOKLYN,995862,168954,Unspecified,BROOKLYN,40.63040863,-73.95816555,POINT (-73.9581655465295 40.63040863368555)
63718221,1/10/2025 17:34,1/10/2025 17:34,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,Residence,10009,20 AVENUE A,AVENUE A,EAST HOUSTON STREET,EAST 2 STREET,EAST HOUSTON STREET,EAST    2 STREET,ADDRESS,NEW YORK,AVENUE A,,Closed,,1/10/2025 17:34,03 MANHATTAN,MANHATTAN,988171,202632,Unspecified,MANHATTAN,40.72285388,-73.98585425,POINT (-73.98585425239365 40.7228538753403)
63709957,1/10/2025 17:25,1/11/2025 7:47,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10459,EAST  166 STREET,EAST  166 STREET,EAST  166 STREET,UNION AVENUE,EAST  166 STREET,UNION AVENUE,INTERSECTION,,,,Closed,,1/11/2025 7:47,03 BRONX,BRONX,1011786,240230,Unspecified,BRONX,40.82600846,-73.90050466,POINT (-73.90050465853462 40.82600846014261)
63718314,1/10/2025 17:20,1/10/2025 21:01,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11433,163-33 PHROANE AVENUE,PHROANE AVENUE,GUY R BREWER BOULEVARD,165 STREET,GUY R BREWER BOULEVARD,165 STREET,ADDRESS,JAMAICA,PHROANE AVENUE,,Closed,,1/10/2025 21:01,12 QUEENS,QUEENS,1043507,190863,Unspecified,QUEENS,40.69035324,-73.78632318,POINT (-73.78632318003564 40.69035324470139)
63709973,1/10/2025 16:48,1/13/2025 13:09,DSNY,Department of Sanitation,Dead Animal,Squirrel,Street,10314,5 RICHMOND HILL ROAD,RICHMOND HILL ROAD,RICHMOND AVENUE,COUNTRY DRIVE WEST,RICHMOND AVENUE,COUNTRY DRIVE WEST,ADDRESS,STATEN ISLAND,RICHMOND HILL ROAD,,Closed,,1/11/2025 13:29,02 STATEN ISLAND,STATEN ISLAND,937870,153769,Unspecified,STATEN ISLAND,40.5886152,-74.16698835,POINT (-74.16698835234772 40.588615195943326)
63710211,1/10/2025 16:38,1/11/2025 13:45,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10467,3677 WHITE PLAINS ROAD,WHITE PLAINS ROAD,EAST  215 STREET,EAST  216 STREET,EAST  215 STREET,EAST  216 STREET,ADDRESS,BRONX,WHITE PLAINS ROAD,,Closed,,1/11/2025 13:45,12 BRONX,BRONX,1021776,260261,Unspecified,BRONX,40.88095073,-73.86429589,POINT (-73.86429589224272 40.880950733720574)
63714362,1/10/2025 16:37,1/10/2025 19:38,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,10460,975 EAST  179 STREET,EAST  179 STREET,VYSE AVENUE,BRYANT AVENUE,VYSE AVENUE,BRYANT AVENUE,ADDRESS,BRONX,EAST  179 STREET,,Closed,,1/10/2025 19:38,06 BRONX,BRONX,1017204,246278,Unspecified,BRONX,40.84258991,-73.8808982,POINT (-73.8808982045141 40.84258990757021)
63717795,1/10/2025 16:35,1/10/2025 21:51,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,10014,LITTLE RED SQUARE,LITTLE RED SQUARE,BEDFORD STREET,BLEECKER STREET,BEDFORD STREET,BLEECKER STREET,UNRECOGNIZED,NEW YORK,LITTLE RED SQUARE,,Closed,,1/10/2025 21:51,02 MANHATTAN,MANHATTAN,983662,205004,Unspecified,MANHATTAN,40.72936529,-74.00212153,POINT (-74.00212152825932 40.72936528801497)
63714390,1/10/2025 16:32,1/13/2025 12:30,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Other Animal,3+ Family Apartment Building,11105,21-16 35 STREET,35 STREET,21 AVENUE,DITMARS BOULEVARD,21 AVENUE,DITMARS BOULEVARD,ADDRESS,ASTORIA,35 STREET,N/A,Closed,,1/10/2025 16:32,01 QUEENS,QUEENS,1009932,222087,Unspecified,QUEENS,40.7762165,-73.90727307,POINT (-73.90727307343676 40.77621650277918)
63708083,1/10/2025 16:24,1/11/2025 7:49,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,10456,797 EAST  166 STREET,EAST  166 STREET,TINTON AVENUE,UNION AVENUE,TINTON AVENUE,UNION AVENUE,ADDRESS,BRONX,EAST  166 STREET,,Closed,,1/11/2025 7:49,03 BRONX,BRONX,1011628,240278,Unspecified,BRONX,40.8261407,-73.90107536,POINT (-73.90107536078644 40.82614069754864)
63718084,1/10/2025 16:23,1/13/2025 14:59,DSNY,Department of Sanitation,Dead Animal,Squirrel,Street,10469,2430 SEYMOUR AVENUE,SEYMOUR AVENUE,WARING AVENUE,MACE AVENUE,WARING AVENUE,MACE AVENUE,ADDRESS,BRONX,SEYMOUR AVENUE,,Closed,,1/11/2025 4:10,11 BRONX,BRONX,1026751,253232,Unspecified,BRONX,40.86163575,-73.84634957,POINT (-73.84634957494904 40.86163575489075)
63708133,1/10/2025 16:21,1/10/2025 17:27,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,11357,149-19 23 AVENUE,23 AVENUE,149 STREET,150 STREET,149 STREET,150 STREET,ADDRESS,WHITESTONE,23 AVENUE,,Closed,,1/10/2025 17:27,07 QUEENS,QUEENS,1035030,222801,Unspecified,QUEENS,40.77806769,-73.81664953,POINT (-73.81664952917355 40.77806768751732)
63711995,1/10/2025 16:20,1/15/2025 14:39,DSNY,Department of Sanitation,Dead Animal,Other,Street,11207,206 COVERT STREET,COVERT STREET,CENTRAL AVENUE,WILSON AVENUE,CENTRAL AVENUE,WILSON AVENUE,ADDRESS,BROOKLYN,COVERT STREET,,Closed,,1/11/2025 4:10,04 BROOKLYN,BROOKLYN,1009629,190742,Unspecified,BROOKLYN,40.69018311,-73.90848531,POINT (-73.90848531337046 40.69018311330079)
63722256,1/10/2025 16:18,1/10/2025 17:26,NYPD,New York City Police Department,Animal-Abuse,No Shelter,House and Store,11357,12-49 150 STREET,150 STREET,12 ROAD,14 AVENUE,12 ROAD,14 AVENUE,ADDRESS,WHITESTONE,150 STREET,,Closed,,1/10/2025 17:26,07 QUEENS,QUEENS,1035724,227018,Unspecified,QUEENS,40.78963819,-73.81411141,POINT (-73.81411141148985 40.78963818988042)
63720112,1/10/2025 16:16,1/13/2025 13:09,DSNY,Department of Sanitation,Dead Animal,Bird,Street,10314,77 HAROLD STREET,HAROLD STREET,FANNING STREET,GOWER STREET,FANNING STREET,GOWER STREET,ADDRESS,STATEN ISLAND,HAROLD STREET,,Closed,,1/11/2025 16:04,02 STATEN ISLAND,STATEN ISLAND,950207,158544,Unspecified,STATEN ISLAND,40.60177756,-74.12259387,POINT (-74.12259386777946 40.60177756409541)
63720334,1/10/2025 15:57,1/10/2025 17:26,NYPD,New York City Police Department,Animal-Abuse,No Shelter,House and Store,11357,12-49 150 STREET,150 STREET,12 ROAD,14 AVENUE,12 ROAD,14 AVENUE,ADDRESS,WHITESTONE,150 STREET,,Closed,,1/10/2025 17:26,07 QUEENS,QUEENS,1035724,227018,Unspecified,QUEENS,40.78963819,-73.81411141,POINT (-73.81411141148985 40.78963818988042)
63718055,1/10/2025 15:41,1/11/2025 17:16,DSNY,Department of Sanitation,Dead Animal,Other,Street,10310,BROADWAY,BROADWAY,BROADWAY,SENECA STREET,BROADWAY,SENECA STREET,INTERSECTION,,,,Closed,,1/10/2025 20:10,01 STATEN ISLAND,STATEN ISLAND,951868,169447,Unspecified,STATEN ISLAND,40.63171024,-74.11666466,POINT (-74.11666466091069 40.631710237548845)
63714360,1/10/2025 15:28,1/10/2025 19:12,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11366,164-10 76 ROAD,76 ROAD,164 STREET,166 STREET,164 STREET,166 STREET,ADDRESS,FRESH MEADOWS,76 ROAD,,Closed,,1/10/2025 19:12,08 QUEENS,QUEENS,1038494,203513,Unspecified,QUEENS,40.72510656,-73.80429775,POINT (-73.80429775423887 40.72510656083244)
63722096,1/10/2025 15:11,1/10/2025 15:14,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,10035,215 EAST  124 STREET,EAST  124 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST  124 STREET,,Closed,,1/10/2025 15:14,11 MANHATTAN,MANHATTAN,1002039,231766,Unspecified,MANHATTAN,40.80280216,-73.93574574,POINT (-73.93574573811857 40.802802160065646)
63722427,1/10/2025 14:58,1/10/2025 22:19,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11365,65-53 160 STREET,160 STREET,65 AVENUE,161 STREET,65 AVENUE,161 STREET,ADDRESS,FRESH MEADOWS,160 STREET,,Closed,,1/10/2025 22:20,08 QUEENS,QUEENS,1037245,207394,Unspecified,QUEENS,40.7357665,-73.80877333,POINT (-73.8087733325946 40.73576650127345)
63710227,1/10/2025 14:48,1/11/2025 17:12,DSNY,Department of Sanitation,Dead Animal,Raccoon,Sidewalk,11412,119-40 190 STREET,190 STREET,119 AVENUE,120 AVENUE,119 AVENUE,120 AVENUE,ADDRESS,SAINT ALBANS,190 STREET,,Closed,,1/11/2025 10:38,12 QUEENS,QUEENS,1050970,190107,Unspecified,QUEENS,40.68822509,-73.75941971,POINT (-73.75941971075406 40.68822509255916)
63714037,1/10/2025 14:28,1/13/2025 13:10,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10312,FOREST HILL ROAD,FOREST HILL ROAD,FOREST HILL ROAD,RICHMOND AVENUE,FOREST HILL ROAD,RICHMOND AVENUE,INTERSECTION,,,,Closed,,1/11/2025 12:25,02 STATEN ISLAND,STATEN ISLAND,937069,147293,Unspecified,STATEN ISLAND,40.57083566,-74.16982709,POINT (-74.16982709252079 40.57083566003277)
63722534,1/10/2025 14:22,1/10/2025 16:33,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Sidewalk,11215,411 13 STREET,13 STREET,7 AVENUE,8 AVENUE,7 AVENUE,8 AVENUE,ADDRESS,BROOKLYN,13 STREET,,Closed,,1/10/2025 14:23,06 BROOKLYN,BROOKLYN,989057,181211,Unspecified,BROOKLYN,40.66405775,-73.98267313,POINT (-73.98267312640104 40.66405775347844)
63710218,1/10/2025 13:59,1/13/2025 15:00,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Sidewalk,11220,5505 4 AVENUE,4 AVENUE,55 STREET,56 STREET,55 STREET,56 STREET,ADDRESS,BROOKLYN,4 AVENUE,,Closed,,1/10/2025 22:27,07 BROOKLYN,BROOKLYN,979925,173745,Unspecified,BROOKLYN,40.64356546,-74.01558471,POINT (-74.01558471254488 40.64356546227877)
63708527,1/10/2025 13:43,1/10/2025 14:06,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10075,7601 FDR DRIVE,FDR DRIVE,FDR DRIVE SB ENTRANCE E   78 ST,EAST   78 STREET PEDESTRIAN OVPS,FDR DRIVE SB ENTRANCE E   78 ST,EAST   78 STREET PEDESTRIAN OVPS,ADDRESS,NEW YORK,FRANKLIN D ROOSEVELT DRIVE,,Closed,,1/10/2025 14:06,08 MANHATTAN,MANHATTAN,998291,219229,Unspecified,MANHATTAN,40.7683982,-73.9493098,POINT (-73.94930979828442 40.768398198054975)
63715778,1/10/2025 13:41,1/10/2025 14:01,DPR,Department of Parks and Recreation,Animal in a Park,Injured Wildlife,Park,11216,308 MONROE STREET,MONROE STREET,MARCY AVENUE,TOMPKINS AVENUE,MARCY AVENUE,TOMPKINS AVENUE,ADDRESS,BROOKLYN,MONROE STREET,,Closed,,1/10/2025 14:01,03 BROOKLYN,BROOKLYN,999110,189187,Unspecified,BROOKLYN,40.68593891,-73.94641942,POINT (-73.94641942060119 40.68593890843765)
63718144,1/10/2025 13:37,1/10/2025 14:21,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,11212,305 LIVONIA AVENUE,LIVONIA AVENUE,ROCKAWAY AVENUE,WATKINS STREET,ROCKAWAY AVENUE,WATKINS STREET,ADDRESS,BROOKLYN,LIVONIA AVENUE,,Closed,,1/10/2025 14:21,16 BROOKLYN,BROOKLYN,1010194,180811,Unspecified,BROOKLYN,40.66292314,-73.9064862,POINT (-73.90648619827884 40.66292313678365)
63716125,1/10/2025 13:36,1/11/2025 2:48,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,11377,50-07 BROADWAY,BROADWAY,49 STREET,51 STREET,49 STREET,51 STREET,ADDRESS,WOODSIDE,BROADWAY,,Closed,,1/11/2025 2:48,01 QUEENS,QUEENS,1008954,214409,Unspecified,QUEENS,40.75514518,-73.91083244,POINT (-73.91083243759978 40.75514517678424)
63716335,1/10/2025 13:30,1/11/2025 17:13,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11366,75-19 192 STREET,192 STREET,75 AVENUE,UNION TURNPIKE,75 AVENUE,UNION TURNPIKE,ADDRESS,FRESH MEADOWS,192 STREET,,Closed,,1/11/2025 11:30,08 QUEENS,QUEENS,1045451,205835,Unspecified,QUEENS,40.73143447,-73.77917718,POINT (-73.7791771763841 40.73143446742506)
63720390,1/10/2025 12:56,1/11/2025 0:05,NYPD,New York City Police Department,Animal-Abuse,Other (complaint details),Residential Building/House,10456,994 COLLEGE AVENUE,COLLEGE AVENUE,EAST  164 STREET,EAST  165 STREET,EAST  164 STREET,EAST  165 STREET,ADDRESS,BRONX,COLLEGE AVENUE,,Closed,,1/11/2025 0:05,04 BRONX,BRONX,1007543,241134,Unspecified,BRONX,40.82850189,-73.91583267,POINT (-73.91583266653748 40.828501889672204)
63722441,1/10/2025 12:56,1/13/2025 15:54,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Street,11221,486 PUTNAM AVENUE,PUTNAM AVENUE,TOMPKINS AVENUE,THROOP AVENUE,TOMPKINS AVENUE,THROOP AVENUE,ADDRESS,BROOKLYN,PUTNAM AVENUE,,Closed,,1/11/2025 13:44,03 BROOKLYN,BROOKLYN,1000276,188818,Unspecified,BROOKLYN,40.68492405,-73.94221606,POINT (-73.94221606286726 40.68492405363073)
63718315,1/10/2025 12:49,1/11/2025 6:27,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,10467,3624 OLINVILLE AVENUE,OLINVILLE AVENUE,EAST  213 STREET,EAST  216 STREET,EAST  213 STREET,EAST  216 STREET,ADDRESS,BRONX,OLINVILLE AVENUE,,Closed,,1/11/2025 6:27,12 BRONX,BRONX,1021052,260105,Unspecified,BRONX,40.88052561,-73.86691492,POINT (-73.8669149239625 40.88052561148929)
63707934,1/10/2025 12:09,1/10/2025 15:11,NYPD,New York City Police Department,Animal-Abuse,No Shelter,House and Store,11377,46-36 66 STREET,66 STREET,LAUREL HILL BOULEVARD,48 AVENUE,LAUREL HILL BOULEVARD,48 AVENUE,ADDRESS,WOODSIDE,66 STREET,,Closed,,1/10/2025 15:11,02 QUEENS,QUEENS,1012281,208696,Unspecified,QUEENS,40.73945452,-73.89884766,POINT (-73.89884765823807 40.73945451632583)
63712458,1/10/2025 11:37,1/10/2025 12:30,NYPD,New York City Police Department,Animal-Abuse,Tortured,Residential Building/House,11106,31-62 35 STREET,35 STREET,31 AVENUE,BROADWAY,31 AVENUE,BROADWAY,ADDRESS,ASTORIA,35 STREET,,Closed,,1/10/2025 12:30,01 QUEENS,QUEENS,1006017,216698,Unspecified,QUEENS,40.76143561,-73.92142594,POINT (-73.92142594070167 40.76143561219456)
63718098,1/10/2025 11:31,1/13/2025 13:10,DSNY,Department of Sanitation,Dead Animal,Raccoon,Street,10306,1361 NORTH RAILROAD AVENUE,NORTH RAILROAD AVENUE,STEELE AVENUE,CLOISTER PLACE,STEELE AVENUE,CLOISTER PLACE,ADDRESS,STATEN ISLAND,NORTH RAILROAD AVENUE,,Closed,,1/11/2025 13:03,02 STATEN ISLAND,STATEN ISLAND,952131,148769,Unspecified,STATEN ISLAND,40.57495435,-74.11561881,POINT (-74.11561880633867 40.57495434533894)
63708170,1/10/2025 11:30,1/11/2025 16:55,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,10453,21 MOUNT HOPE PLACE,MOUNT HOPE PLACE,JEROME AVENUE,WALTON AVENUE,JEROME AVENUE,WALTON AVENUE,ADDRESS,BRONX,MOUNT HOPE PLACE,,Closed,,1/10/2025 23:28,05 BRONX,BRONX,1009044,248704,Unspecified,BRONX,40.84927524,-73.91038095,POINT (-73.91038094565647 40.84927524263388)
63707188,1/10/2025 11:25,1/13/2025 8:44,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,10027,163 MORNINGSIDE AVENUE,MORNINGSIDE AVENUE,WEST  126 STREET,CONVENT AVENUE,WEST  126 STREET,CONVENT AVENUE,ADDRESS,NEW YORK,MORNINGSIDE AVENUE,,Closed,,1/11/2025 11:17,09 MANHATTAN,MANHATTAN,997148,235203,Unspecified,MANHATTAN,40.81224427,-73.95340553,POINT (-73.95340553095528 40.812244267274096)
63718155,1/10/2025 10:49,1/16/2025 15:09,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11223,EAST    8 STREET,EAST    8 STREET,EAST    8 STREET,QUENTIN ROAD,EAST    8 STREET,QUENTIN ROAD,INTERSECTION,,,,Closed,,1/11/2025 16:55,15 BROOKLYN,BROOKLYN,994019,160618,Unspecified,BROOKLYN,40.60753027,-73.96481737,POINT (-73.96481736824006 40.607530272694596)
63722602,1/10/2025 10:19,1/13/2025 11:37,DSNY,Department of Sanitation,Dead Animal,Bird,Sidewalk,11378,55-23 69 STREET,69 STREET,55 AVENUE,CLINTON AVENUE,55 AVENUE,CLINTON AVENUE,ADDRESS,MASPETH,69 STREET,,Closed,,1/11/2025 20:48,05 QUEENS,QUEENS,1013225,204333,Unspecified,QUEENS,40.72747612,-73.89545994,POINT (-73.89545994343791 40.72747612046098)
63712329,1/10/2025 10:12,1/10/2025 10:12,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,10301,700 VICTORY BOULEVARD,VICTORY BOULEVARD,EDDY STREET,THERESA PLACE,EDDY STREET,THERESA PLACE,ADDRESS,STATEN ISLAND,VICTORY BOULEVARD,N/A,Closed,,2/3/2025 11:43,01 STATEN ISLAND,STATEN ISLAND,958575,167186,Unspecified,STATEN ISLAND,40.62552625,-74.09249235,POINT (-74.09249235091293 40.62552625127102)
63722183,1/10/2025 10:04,1/11/2025 17:17,DSNY,Department of Sanitation,Dead Animal,Squirrel,Street,10301,23 CAYUGA AVENUE,CAYUGA AVENUE,SCHOHARIE STREET,OSWEGO STREET,SCHOHARIE STREET,OSWEGO STREET,ADDRESS,STATEN ISLAND,CAYUGA AVENUE,,Closed,,1/10/2025 20:17,01 STATEN ISLAND,STATEN ISLAND,955887,162894,Unspecified,STATEN ISLAND,40.61373741,-74.10215764,POINT (-74.10215763862398 40.613737414214356)
63708213,1/10/2025 10:04,1/10/2025 10:39,NYPD,New York City Police Department,Animal-Abuse,Chained,Street/Sidewalk,10025,AMSTERDAM AVENUE,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  103 STREET,AMSTERDAM AVENUE,WEST  103 STREET,INTERSECTION,,,,Closed,,1/10/2025 10:39,07 MANHATTAN,MANHATTAN,993353,230196,Unspecified,MANHATTAN,40.79850616,-73.96712189,POINT (-73.9671218865553 40.798506157705106)
63714243,1/10/2025 10:04,1/10/2025 10:50,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11226,2719 CHURCH AVENUE,CHURCH AVENUE,ROGERS AVENUE,LLOYD STREET,ROGERS AVENUE,LLOYD STREET,ADDRESS,BROOKLYN,CHURCH AVENUE,,Closed,,1/10/2025 10:50,17 BROOKLYN,BROOKLYN,997611,176349,Unspecified,BROOKLYN,40.65070386,-73.9518498,POINT (-73.95184979586942 40.650703856085)
63711822,1/10/2025 9:44,1/10/2025 12:09,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10009,144 AVENUE A,AVENUE A,ST MARKS PLACE,EAST    9 STREET,ST MARKS PLACE,EAST    9 STREET,ADDRESS,NEW YORK,AVENUE A,,Closed,,1/10/2025 12:09,03 MANHATTAN,MANHATTAN,989042,204204,Unspecified,MANHATTAN,40.7271682,-73.98271084,POINT (-73.98271083621445 40.72716820472698)
63718237,1/10/2025 9:39,1/10/2025 9:39,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,10467,3250 PERRY AVENUE,PERRY AVENUE,EAST 207 STREET,HOLT PLACE,EAST  207 STREET,HOLT PLACE,ADDRESS,BRONX,PERRY AVENUE,N/A,Closed,,1/13/2025 13:00,07 BRONX,BRONX,1018475,258386,Unspecified,BRONX,40.87581786,-73.87624276,POINT (-73.87624275879938 40.87581786325145)
63718224,1/10/2025 9:35,1/10/2025 9:35,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,10467,3260 PERRY AVENUE,PERRY AVENUE,EAST 207 STREET,HOLT PLACE,EAST  207 STREET,HOLT PLACE,ADDRESS,BRONX,PERRY AVENUE,N/A,Closed,,1/13/2025 13:15,07 BRONX,BRONX,1018517,258459,Unspecified,BRONX,40.87601806,-73.87609051,POINT (-73.8760905140511 40.87601806256551)
63710210,1/10/2025 9:29,1/10/2025 12:11,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11101,52-03 CENTER BOULEVARD,CENTER BOULEVARD,BORDEN AVENUE,54 AVENUE,BORDEN AVENUE,54 AVENUE,ADDRESS,LONG ISLAND CITY,CENTER BOULEVARD,,Closed,,1/10/2025 12:11,02 QUEENS,QUEENS,995325,209670,Unspecified,QUEENS,40.74216539,-73.96003326,POINT (-73.96003326472021 40.742165391306315)
63714272,1/10/2025 9:28,1/13/2025 8:30,DSNY,Department of Sanitation,Dead Animal,Rat or Mouse,Sidewalk,10024,32 WEST   86 STREET,WEST   86 STREET,CENTRAL PARK WEST,COLUMBUS AVENUE,CENTRAL PARK WEST,COLUMBUS AVENUE,ADDRESS,NEW YORK,WEST   86 STREET,,Closed,,1/10/2025 21:22,07 MANHATTAN,MANHATTAN,992333,225604,Unspecified,MANHATTAN,40.78590335,-73.97081144,POINT (-73.97081143729497 40.785903348740796)
63716336,1/10/2025 9:11,1/13/2025 15:26,DSNY,Department of Sanitation,Dead Animal,Cat,Street,11357,154-38 11 AVENUE,11 AVENUE,154 STREET,157 STREET,154 STREET,157 STREET,ADDRESS,WHITESTONE,11 AVENUE,,Closed,,1/13/2025 5:38,07 QUEENS,QUEENS,1037752,227977,Unspecified,QUEENS,40.79225834,-73.80678006,POINT (-73.80678005828517 40.79225833550457)
63707960,1/10/2025 9:03,1/10/2025 10:10,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Dog,3+ Family Apartment Building,10455,660 ST ANNS AVENUE,ST ANNS AVENUE,WESTCHESTER AVENUE,RAE STREET,WESTCHESTER AVENUE,RAE STREET,ADDRESS,BRONX,ST ANNS AVENUE,N/A,Closed,,1/10/2025 9:03,01 BRONX,BRONX,1008731,236922,Unspecified,BRONX,40.81693794,-73.9115553,POINT (-73.91155529636806 40.816937935331815)
63714389,1/10/2025 9:02,1/10/2025 9:02,DOHMH,Department of Health and Mental Hygiene,Unsanitary Animal Pvt Property,Cat,3+ Family Apartment Building,11236,737 EAST   85 STREET,EAST   85 STREET,GLENWOOD ROAD,FLATLANDS AVENUE,GLENWOOD ROAD,FLATLANDS AVENUE,ADDRESS,BROOKLYN,EAST   85 STREET,N/A,Closed,,1/14/2025 13:15,18 BROOKLYN,BROOKLYN,1009000,172079,Unspecified,BROOKLYN,40.63895913,-73.91082195,POINT (-73.91082194829907 40.638959125830915)
63708551,1/10/2025 8:44,1/10/2025 9:24,DPR,Department of Parks and Recreation,Animal in a Park,Dog Off Leash,Park,10028,97 EAST END AVENUE,EAST END AVENUE,EAST   83 STREET,CARL SCHURZ PARK PATH,EAST   83 STREET,CARL SCHURZ PARK PATH,ADDRESS,NEW YORK,EAST END AVENUE,,Closed,,1/10/2025 9:24,08 MANHATTAN,MANHATTAN,999267,221100,Unspecified,MANHATTAN,40.773532,-73.94578211,POINT (-73.94578210607861 40.77353200012174)
63707156,1/10/2025 8:36,1/10/2025 9:51,DPR,Department of Parks and Recreation,Animal in a Park,Removing Wildlife,Park,11215,95 PROSPECT PARK WEST,PROSPECT PARK WEST,4 STREET,5 STREET,4 STREET,5 STREET,ADDRESS,BROOKLYN,PROSPECT PARK WEST,,Closed,,1/10/2025 9:51,55 BROOKLYN,BROOKLYN,991322,182426,Unspecified,BROOKLYN,40.66739114,-73.97450764,POINT (-73.97450763994523 40.66739113906443)
63710157,1/10/2025 8:32,1/10/2025 11:28,NYPD,New York City Police Department,Animal-Abuse,Neglected,Residential Building/House,11221,133 WOODBINE STREET,WOODBINE STREET,EVERGREEN AVENUE,CENTRAL AVENUE,EVERGREEN AVENUE,CENTRAL AVENUE,ADDRESS,BROOKLYN,WOODBINE STREET,,Closed,,1/10/2025 11:28,04 BROOKLYN,BROOKLYN,1007282,191523,Unspecified,BROOKLYN,40.6923332,-73.91694574,POINT (-73.91694573608306 40.6923331960932)
63722198,1/10/2025 8:29,1/11/2025 16:48,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,11420,130-01 121 STREET,121 STREET,SUTTER AVENUE,HAWTREE CREEK ROAD,SUTTER AVENUE,HAWTREE CREEK ROAD,ADDRESS,SOUTH OZONE PARK,121 STREET,,Closed,,1/10/2025 12:22,10 QUEENS,QUEENS,1034757,184773,Unspecified,QUEENS,40.67369188,-73.81792065,POINT (-73.81792064833405 40.67369187516674)
63718319,1/10/2025 8:26,1/13/2025 14:58,DSNY,Department of Sanitation,Dead Animal,Cat,Sidewalk,10461,1114 RHINELANDER AVENUE,RHINELANDER AVENUE,HAIGHT AVENUE,TOMLINSON AVENUE,HAIGHT AVENUE,TOMLINSON AVENUE,ADDRESS,BRONX,RHINELANDER AVENUE,,Closed,,1/10/2025 10:45,11 BRONX,BRONX,1024639,249628,Unspecified,BRONX,40.85175378,-73.85400662,POINT (-73.8540066181799 40.8517537818432)
