"","person","dept","eow","cause","cause_short","date","year","canine","dept_name","state","description","latitude","longitude","state_name"
"4934","Corporal Harvey Snook, III","Arlington County Police Department, VA","EOW: Thursday, January 14, 2016","Cause of Death: 9/11 related illness","9/11 related illness","2016-01-14",2016,"False","Arlington County Police Department","VA","Richmond",37.538857,-77.43364,"Virginia"
"4935","Police Officer Douglas Scott Barney, II.","Unified Police Department of Greater Salt Lake, UT","EOW: Sunday, January 17, 2016","Cause of Death: Gunfire","Gunfire","2016-01-17",2016,"False","Unified Police Department of Greater Salt Lake","UT","Salt Lake City",40.777477,-111.888237,"Utah"
"4936","Police Officer Thomas W. Cottrell, Jr.","Danville Police Department, OH","EOW: Sunday, January 17, 2016","Cause of Death: Gunfire","Gunfire","2016-01-17",2016,"False","Danville Police Department","OH","Columbus",39.961346,-82.999069,"Ohio"
"4937","K9 Ogar","Smith County Constable's Office - Precinct 5, TX","EOW: Tuesday, January 19, 2016","Cause of Death: Gunfire","Gunfire","2016-01-19",2016,"True","Smith County Constable's Office - Precinct 5","TX","Austin",30.27467,-97.740349,"Texas"
"4938","K9 Jag","Twin Rivers Unified School District Police Department, CA","EOW: Wednesday, January 20, 2016","Cause of Death: Struck by vehicle","Struck by vehicle","2016-01-20",2016,"True","Twin Rivers Unified School District Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"4939","Correctional Officer Adam Conrad","Marion County Sheriff's Office, IL","EOW: Wednesday, January 20, 2016","Cause of Death: Automobile accident","Automobile accident","2016-01-20",2016,"False","Marion County Sheriff's Office","IL","Springfield",39.798363,-89.654961,"Illinois"
"4940","K9 Kobus","Omaha Police Department, NE","EOW: Saturday, January 23, 2016","Cause of Death: Gunfire","Gunfire","2016-01-23",2016,"True","Omaha Police Department","NE","Lincoln",40.808075,-96.699654,"Nebraska"
"4941","K9 Betcha","Rutland County Sheriff's Office, VT","EOW: Friday, January 29, 2016","Cause of Death: Struck by vehicle","Struck by vehicle","2016-01-29",2016,"True","Rutland County Sheriff's Office","VT","Montpelier",44.262436,-72.580536,"Vermont"
"4942","K9 Aren","Port Authority of Allegheny County Police Department, PA","EOW: Sunday, January 31, 2016","Cause of Death: Stabbed","Stabbed","2016-01-31",2016,"True","Port Authority of Allegheny County Police Department","PA","Harrisburg",40.264378,-76.883598,"Pennsylvania"
"4943","Sergeant Jason Goodding","Seaside Police Department, OR","EOW: Friday, February 5, 2016","Cause of Death: Gunfire","Gunfire","2016-02-05",2016,"False","Seaside Police Department","OR","Salem",44.938461,-123.030403,"Oregon"
"4944","Deputy Sheriff Derek Geer","Mesa County Sheriff's Office, CO","EOW: Monday, February 8, 2016","Cause of Death: Gunfire","Gunfire","2016-02-08",2016,"False","Mesa County Sheriff's Office","CO","Denver",39.739227,-104.984856,"Colorado"
"4945","Senior Deputy Mark Logsdon","Harford County Sheriff's Office, MD","EOW: Wednesday, February 10, 2016","Cause of Death: Gunfire","Gunfire","2016-02-10",2016,"False","Harford County Sheriff's Office","MD","Annapolis",38.978764,-76.490936,"Maryland"
"4946","Senior Deputy Patrick Dailey","Harford County Sheriff's Office, MD","EOW: Wednesday, February 10, 2016","Cause of Death: Gunfire","Gunfire","2016-02-10",2016,"False","Harford County Sheriff's Office","MD","Annapolis",38.978764,-76.490936,"Maryland"
"4947","Deputy Sheriff Scott Ballantyne","Tulare County Sheriff's Office, CA","EOW: Wednesday, February 10, 2016","Cause of Death: Aircraft accident","Aircraft accident","2016-02-10",2016,"False","Tulare County Sheriff's Office","CA","Sacramento",38.576668,-121.493629,"California"
"4948","Major Gregory E. Barney","Riverdale Police Department, GA","EOW: Thursday, February 11, 2016","Cause of Death: Gunfire","Gunfire","2016-02-11",2016,"False","Riverdale Police Department","GA","Atlanta",33.749027,-84.388229,"Georgia"
"4949","Police Officer Jason Moszer","Fargo Police Department, ND","EOW: Thursday, February 11, 2016","Cause of Death: Gunfire","Gunfire","2016-02-11",2016,"False","Fargo Police Department","ND","Bismarck",46.82085,-100.783318,"North Dakota"
"4950","Special Agent Lee Tartt","Mississippi Department of Public Safety - Bureau of Narcotics, MS","EOW: Saturday, February 20, 2016","Cause of Death: Gunfire","Gunfire","2016-02-20",2016,"False","Mississippi Department of Public Safety - Bureau of Narcotics","MS","Jackson",32.303848,-90.182106,"Mississippi"
"4951","Corporal Nate Carrigan","Park County Sheriff's Office, CO","EOW: Wednesday, February 24, 2016","Cause of Death: Gunfire","Gunfire","2016-02-24",2016,"False","Park County Sheriff's Office","CO","Denver",39.739227,-104.984856,"Colorado"
"4952","Officer Ashley Marie Guindon","Prince William County Police Department, VA","EOW: Saturday, February 27, 2016","Cause of Death: Gunfire","Gunfire","2016-02-27",2016,"False","Prince William County Police Department","VA","Richmond",37.538857,-77.43364,"Virginia"
"4953","Deputy Sheriff Travis Russell","Las Animas County Sheriff's Office, CO","EOW: Tuesday, March 1, 2016","Cause of Death: Automobile accident","Automobile accident","2016-03-01",2016,"False","Las Animas County Sheriff's Office","CO","Denver",39.739227,-104.984856,"Colorado"
"4954","Police Officer David Stefan Hofer","Euless Police Department, TX","EOW: Tuesday, March 1, 2016","Cause of Death: Gunfire","Gunfire","2016-03-01",2016,"False","Euless Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"4955","Police Officer Scot Fitzgerald","South Jacksonville Police Department, IL","EOW: Friday, March 4, 2016","Cause of Death: Automobile accident","Automobile accident","2016-03-04",2016,"False","South Jacksonville Police Department","IL","Springfield",39.798363,-89.654961,"Illinois"
"4956","Trooper Sean E. Cullen","New Jersey State Police, NJ","EOW: Tuesday, March 8, 2016","Cause of Death: Struck by vehicle","Struck by vehicle","2016-03-08",2016,"False","New Jersey State Police","NJ","Trenton",40.220596,-74.769913,"New Jersey"
"4957","K9 Vigor","Monroe County Sheriff's Office, TN","EOW: Wednesday, March 9, 2016","Cause of Death: Drowned","Drowned","2016-03-09",2016,"True","Monroe County Sheriff's Office","TN","Nashville",36.16581,-86.784241,"Tennessee"
"4958","K9 Reefer","Chelan County Sheriff's Office, WA","EOW: Wednesday, March 9, 2016","Cause of Death: Struck by vehicle","Struck by vehicle","2016-03-09",2016,"True","Chelan County Sheriff's Office","WA","Olympia",47.035805,-122.905014,"Washington"
"4959","Deputy Sheriff John Robert Kotfila, Jr.","Hillsborough County Sheriff's Office, FL","EOW: Saturday, March 12, 2016","Cause of Death: Vehicular assault","Vehicular assault","2016-03-12",2016,"False","Hillsborough County Sheriff's Office","FL","Tallahassee",30.438118,-84.281296,"Florida"
"4960","Police Officer I Jacai D. Colson","Prince George's County Police Department, MD","EOW: Sunday, March 13, 2016","Cause of Death: Gunfire (Accidental)","Gunfire (Accidental)","2016-03-13",2016,"False","Prince George's County Police Department","MD","Annapolis",38.978764,-76.490936,"Maryland"
"4961","Officer Nathan Taylor","California Highway Patrol, CA","EOW: Sunday, March 13, 2016","Cause of Death: Struck by vehicle","Struck by vehicle","2016-03-13",2016,"False","California Highway Patrol","CA","Sacramento",38.576668,-121.493629,"California"
"4962","First Sergeant Joseph G. Portaro","West Virginia State Police, WV","EOW: Monday, March 14, 2016","Cause of Death: Heart attack","Heart attack","2016-03-14",2016,"False","West Virginia State Police","WV","Charleston",38.336246,-81.612328,"West Virginia"
"4963","Patrolman David Ortiz","El Paso Police Department, TX","EOW: Monday, March 14, 2016","Cause of Death: Motorcycle accident","Motorcycle accident","2016-03-14",2016,"False","El Paso Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"4964","Trooper Thomas Clardy","Massachusetts State Police, MA","EOW: Wednesday, March 16, 2016","Cause of Death: Automobile accident","Automobile accident","2016-03-16",2016,"False","Massachusetts State Police","MA","Boston",42.358162,-71.063698,"Massachusetts"
"4965","Police Officer III Allen Lee Jacobs","Greenville Police Department, SC","EOW: Friday, March 18, 2016","Cause of Death: Gunfire","Gunfire","2016-03-18",2016,"False","Greenville Police Department","SC","Columbia",34.000343,-81.033211,"South Carolina"
"4966","Deputy Sheriff Carl A. Koontz","Howard County Sheriff's Office, IN","EOW: Sunday, March 20, 2016","Cause of Death: Gunfire","Gunfire","2016-03-20",2016,"False","Howard County Sheriff's Office","IN","Indianapolis",39.768623,-86.162643,"Indiana"
"4967","Police Officer Carlos Puente-Morales","Des Moines Police Department, IA","EOW: Saturday, March 26, 2016","Cause of Death: Vehicular assault","Vehicular assault","2016-03-26",2016,"False","Des Moines Police Department","IA","Des Moines",41.591087,-93.603729,"Iowa"
"4968","Police Officer Susan Louise Farrell","Des Moines Police Department, IA","EOW: Saturday, March 26, 2016","Cause of Death: Vehicular assault","Vehicular assault","2016-03-26",2016,"False","Des Moines Police Department","IA","Des Moines",41.591087,-93.603729,"Iowa"
"4969","Trooper Jeffrey Nichols","Texas Department of Public Safety - Texas Highway Patrol, TX","EOW: Saturday, March 26, 2016","Cause of Death: Automobile accident","Automobile accident","2016-03-26",2016,"False","Texas Department of Public Safety - Texas Highway Patrol","TX","Austin",30.27467,-97.740349,"Texas"
"4970","Trooper Chad Phillip Dermyer","Virginia State Police, VA","EOW: Thursday, March 31, 2016","Cause of Death: Gunfire","Gunfire","2016-03-31",2016,"False","Virginia State Police","VA","Richmond",37.538857,-77.43364,"Virginia"
"4971","K9 Nicky","Las Vegas Metropolitan Police Department, NV","EOW: Thursday, March 31, 2016","Cause of Death: Gunfire (Accidental)","Gunfire (Accidental)","2016-03-31",2016,"True","Las Vegas Metropolitan Police Department","NV","Carson City",39.163914,-119.766121,"Nevada"
"4972","Police Officer Steven Michael Smith","Columbus Division of Police, OH","EOW: Tuesday, April 12, 2016","Cause of Death: Gunfire","Gunfire","2016-04-12",2016,"False","Columbus Division of Police","OH","Columbus",39.961346,-82.999069,"Ohio"
"4973","K9 Aldo","Unified Police Department of Greater Salt Lake, UT","EOW: Wednesday, April 27, 2016","Cause of Death: Gunfire","Gunfire","2016-04-27",2016,"True","Unified Police Department of Greater Salt Lake","UT","Salt Lake City",40.777477,-111.888237,"Utah"
"4974","Sergeant Jorge Ramos","Florida Department of Corrections, FL","EOW: Sunday, May 1, 2016","Cause of Death: Heart attack","Heart attack","2016-05-01",2016,"False","Florida Department of Corrections","FL","Tallahassee",30.438118,-84.281296,"Florida"
"4975","Investigator Anthony ""TJ"" Freeman","Bibb County Sheriff's Office, GA","EOW: Thursday, May 5, 2016","Cause of Death: Vehicle pursuit","Vehicle pursuit","2016-05-05",2016,"False","Bibb County Sheriff's Office","GA","Atlanta",33.749027,-84.388229,"Georgia"
"4976","Detective Brad D. Lancaster","Kansas City Police Department, KS","EOW: Monday, May 9, 2016","Cause of Death: Gunfire","Gunfire","2016-05-09",2016,"False","Kansas City Police Department","KS","Topeka",39.048191,-95.677956,"Kansas"
"4977","K9 Bruno","Anaheim Police Department, CA","EOW: Wednesday, May 18, 2016","Cause of Death: Gunfire","Gunfire","2016-05-18",2016,"True","Anaheim Police Department","CA","Sacramento",38.576668,-121.493629,"California"
"4978","Police Officer David Van Glasser","Phoenix Police Department, AZ","EOW: Thursday, May 19, 2016","Cause of Death: Gunfire","Gunfire","2016-05-19",2016,"False","Phoenix Police Department","AZ","Phoenix",33.448143,-112.096962,"Arizona"
"4979","Police Officer Sean R. Johnson","Hilliard Division of Police, OH","EOW: Thursday, May 19, 2016","Cause of Death: Motorcycle accident","Motorcycle accident","2016-05-19",2016,"False","Hilliard Division of Police","OH","Columbus",39.961346,-82.999069,"Ohio"
"4980","K9 Suki","Westchester County Department of Public Safety, NY","EOW: Friday, May 20, 2016","Cause of Death: Heat exhaustion","Heat exhaustion","2016-05-20",2016,"True","Westchester County Department of Public Safety","NY","Albany",42.652843,-73.757874,"New York"
"4981","Police Officer Ronald Tarentino, Jr.","Auburn Police Department, MA","EOW: Sunday, May 22, 2016","Cause of Death: Gunfire","Gunfire","2016-05-22",2016,"False","Auburn Police Department","MA","Boston",42.358162,-71.063698,"Massachusetts"
"4982","K9 Ledger","La Salle County Sheriff's Office, TX","EOW: Sunday, May 29, 2016","Cause of Death: Heat exhaustion","Heat exhaustion","2016-05-29",2016,"True","La Salle County Sheriff's Office","TX","Austin",30.27467,-97.740349,"Texas"
"4983","Deputy Sheriff Michael Arthur Winter","Branch County Sheriff's Office, MI","EOW: Tuesday, May 31, 2016","Cause of Death: Animal related","Animal related","2016-05-31",2016,"False","Branch County Sheriff's Office","MI","Lansing",42.733635,-84.555328,"Michigan"
"4984","K9 Duke","Richland Parish Sheriff's Office, LA","EOW: Wednesday, June 1, 2016","Cause of Death: Heat exhaustion","Heat exhaustion","2016-06-01",2016,"True","Richland Parish Sheriff's Office","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"4985","K9 Rex","San Juan Police Department, TX","EOW: Thursday, June 2, 2016","Cause of Death: Heat exhaustion","Heat exhaustion","2016-06-02",2016,"True","San Juan Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"4986","Police Officer Verdell Smith, Sr","Memphis Police Department, TN","EOW: Saturday, June 4, 2016","Cause of Death: Vehicular assault","Vehicular assault","2016-06-04",2016,"False","Memphis Police Department","TN","Nashville",36.16581,-86.784241,"Tennessee"
"4987","Sergeant Derrick Mingo","Winnsboro Police Department, LA","EOW: Saturday, June 4, 2016","Cause of Death: Automobile accident","Automobile accident","2016-06-04",2016,"False","Winnsboro Police Department","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"4988","Police Officer Natasha Maria Hunter","New Orleans Police Department, LA","EOW: Tuesday, June 7, 2016","Cause of Death: Vehicular assault","Vehicular assault","2016-06-07",2016,"False","New Orleans Police Department","LA","Baton Rouge",30.457069,-91.187393,"Louisiana"
"4989","K9 Inca","Cherokee County School District Police Department, GA","EOW: Friday, June 10, 2016","Cause of Death: Heat exhaustion","Heat exhaustion","2016-06-10",2016,"True","Cherokee County School District Police Department","GA","Atlanta",33.749027,-84.388229,"Georgia"
"4990","Police Officer Endy Nddiobong  Ekpanya","Pearland Police Department, TX","EOW: Sunday, June 12, 2016","Cause of Death: Vehicular assault","Vehicular assault","2016-06-12",2016,"False","Pearland Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"4991","K9 Bruno","Amarillo Police Department, TX","EOW: Sunday, June 12, 2016","Cause of Death: Accidental","Accidental","2016-06-12",2016,"True","Amarillo Police Department","TX","Austin",30.27467,-97.740349,"Texas"
"4992","Police Officer Michael Jason Katherman","San Jose Police Department, CA","EOW: Tuesday, June 14, 2016","Cause of Death: Motorcycle accident","Motorcycle accident","2016-06-14",2016,"False","San Jose Police Department","CA","Sacramento",38.576668,-121.493629,"California"
