Country Name,Indicator Name,Year,Value
East Asia & Pacific (IDA & IBRD countries),"Life expectancy at birth, total (years)",2002,71.1907756729
East Asia & Pacific (IDA & IBRD countries),Population density (people per sq. km of land area),2002,115.548792902
East Asia & Pacific (IDA & IBRD countries),"Services, etc., value added (% of GDP)",2002,42.9753515841
Euro area,"Agriculture, value added (% of GDP)",2002,2.21087469176
Euro area,CO2 emissions (metric tons per capita),2002,8.30513844589
Euro area,Domestic credit provided by financial sector (% of GDP),2002,114.989970946
Euro area,Electric power consumption (kWh per capita),2002,6483.05406142
Euro area,Energy use (kg of oil equivalent per capita),2002,3753.90673979
Euro area,Exports of goods and services (% of GDP),2002,34.4885671193
Euro area,"Fertility rate, total (births per woman)",2002,1.4587641886000002
Euro area,GDP growth (annual %),2002,1.01085605631
Euro area,Imports of goods and services (% of GDP),2002,32.2214662297
Euro area,"Industry, value added (% of GDP)",2002,27.1782314653
Euro area,"Inflation, GDP deflator (annual %)",2002,3.34877132672
Euro area,"Life expectancy at birth, total (years)",2002,78.6843430208
Euro area,Population density (people per sq. km of land area),2002,121.04577080700001
Euro area,"Services, etc., value added (% of GDP)",2002,70.610893843
Europe & Central Asia,"Agriculture, value added (% of GDP)",2002,3.07172684057
Europe & Central Asia,CO2 emissions (metric tons per capita),2002,7.649710949369999
Europe & Central Asia,Domestic credit provided by financial sector (% of GDP),2002,110.134091966
Europe & Central Asia,Electric power consumption (kWh per capita),2002,5077.21560665
Europe & Central Asia,Energy use (kg of oil equivalent per capita),2002,3239.05130598
Europe & Central Asia,Exports of goods and services (% of GDP),2002,34.2395116293
Europe & Central Asia,"Fertility rate, total (births per woman)",2002,1.55581991933
Europe & Central Asia,GDP growth (annual %),2002,1.7181556880000002
Europe & Central Asia,Imports of goods and services (% of GDP),2002,31.9958085398
Europe & Central Asia,"Industry, value added (% of GDP)",2002,27.886040001999998
Europe & Central Asia,"Inflation, GDP deflator (annual %)",2002,3.35148744788
Europe & Central Asia,"Life expectancy at birth, total (years)",2002,73.4002037974
Europe & Central Asia,Population density (people per sq. km of land area),2002,31.521050541999998
Europe & Central Asia,"Services, etc., value added (% of GDP)",2002,69.0414137075
Europe & Central Asia (excluding high income),"Agriculture, value added (% of GDP)",2002,9.80439920101
Europe & Central Asia (excluding high income),CO2 emissions (metric tons per capita),2002,6.91095824747
Europe & Central Asia (excluding high income),Domestic credit provided by financial sector (% of GDP),2002,30.7686961081
Europe & Central Asia (excluding high income),Electric power consumption (kWh per capita),2002,3414.05597602
Europe & Central Asia (excluding high income),Energy use (kg of oil equivalent per capita),2002,2743.96126235
Europe & Central Asia (excluding high income),Exports of goods and services (% of GDP),2002,34.7079771863
Europe & Central Asia (excluding high income),"Fertility rate, total (births per woman)",2002,1.6619312440600003
Europe & Central Asia (excluding high income),GDP growth (annual %),2002,5.404986369330001
Europe & Central Asia (excluding high income),Imports of goods and services (% of GDP),2002,30.3210138456
Europe & Central Asia (excluding high income),"Industry, value added (% of GDP)",2002,32.3010459305
Europe & Central Asia (excluding high income),"Inflation, GDP deflator (annual %)",2002,5.80322409493
Europe & Central Asia (excluding high income),"Life expectancy at birth, total (years)",2002,67.7794803749
Europe & Central Asia (excluding high income),Population density (people per sq. km of land area),2002,17.3281161826
Europe & Central Asia (excluding high income),"Services, etc., value added (% of GDP)",2002,57.894554874899995
Europe & Central Asia (IDA & IBRD countries),"Agriculture, value added (% of GDP)",2002,8.80027574678
Europe & Central Asia (IDA & IBRD countries),CO2 emissions (metric tons per capita),2002,6.95999973115
Europe & Central Asia (IDA & IBRD countries),Domestic credit provided by financial sector (% of GDP),2002,32.9839733769
Europe & Central Asia (IDA & IBRD countries),Electric power consumption (kWh per capita),2002,3392.65713831
Europe & Central Asia (IDA & IBRD countries),Energy use (kg of oil equivalent per capita),2002,2697.04896588
Europe & Central Asia (IDA & IBRD countries),Exports of goods and services (% of GDP),2002,33.928881254400004
Europe & Central Asia (IDA & IBRD countries),"Fertility rate, total (births per woman)",2002,1.6240490803799998
Europe & Central Asia (IDA & IBRD countries),GDP growth (annual %),2002,4.92503821296
Europe & Central Asia (IDA & IBRD countries),Imports of goods and services (% of GDP),2002,30.845974267600003
Europe & Central Asia (IDA & IBRD countries),"Industry, value added (% of GDP)",2002,31.9511801075
Europe & Central Asia (IDA & IBRD countries),"Inflation, GDP deflator (annual %)",2002,5.121841927799999
Europe & Central Asia (IDA & IBRD countries),"Life expectancy at birth, total (years)",2002,68.44103377180001
Europe & Central Asia (IDA & IBRD countries),Population density (people per sq. km of land area),2002,18.911179209300002
Europe & Central Asia (IDA & IBRD countries),"Services, etc., value added (% of GDP)",2002,59.2485441511
European Union,"Agriculture, value added (% of GDP)",2002,2.18560322027
European Union,CO2 emissions (metric tons per capita),2002,8.08319299725
European Union,Domestic credit provided by financial sector (% of GDP),2002,114.60993772200001
European Union,Electric power consumption (kWh per capita),2002,6013.7149558
European Union,Energy use (kg of oil equivalent per capita),2002,3523.83467403
European Union,Exports of goods and services (% of GDP),2002,33.5559939502
European Union,"Fertility rate, total (births per woman)",2002,1.4451316550100002
European Union,GDP growth (annual %),2002,1.3358602882700001
European Union,Imports of goods and services (% of GDP),2002,32.1811390315
European Union,"Industry, value added (% of GDP)",2002,27.032909179
European Union,"Inflation, GDP deflator (annual %)",2002,3.0131965236299996
European Union,"Life expectancy at birth, total (years)",2002,77.6054820706
European Union,Population density (people per sq. km of land area),2002,115.653501621
European Union,"Services, etc., value added (% of GDP)",2002,70.7814876007
Fragile and conflict affected situations,"Agriculture, value added (% of GDP)",2002,26.7948713798
Fragile and conflict affected situations,CO2 emissions (metric tons per capita),2002,0.750365012264
Fragile and conflict affected situations,Domestic credit provided by financial sector (% of GDP),2002,45.6953840043
Fragile and conflict affected situations,Electric power consumption (kWh per capita),2002,438.94207159800004
Fragile and conflict affected situations,Energy use (kg of oil equivalent per capita),2002,547.091596329
Fragile and conflict affected situations,Exports of goods and services (% of GDP),2002,37.0233855502
Fragile and conflict affected situations,"Fertility rate, total (births per woman)",2002,5.17705957121
Fragile and conflict affected situations,GDP growth (annual %),2002,-0.801867284972
Fragile and conflict affected situations,Imports of goods and services (% of GDP),2002,34.9789316627
Fragile and conflict affected situations,"Industry, value added (% of GDP)",2002,31.653242788000004
Fragile and conflict affected situations,"Inflation, GDP deflator (annual %)",2002,4.938241917869999
Fragile and conflict affected situations,"Life expectancy at birth, total (years)",2002,57.2969498875
Fragile and conflict affected situations,Population density (people per sq. km of land area),2002,23.902093504699998
Fragile and conflict affected situations,"Services, etc., value added (% of GDP)",2002,40.6143535306
Heavily indebted poor countries (HIPC),"Agriculture, value added (% of GDP)",2002,30.7969691935
Heavily indebted poor countries (HIPC),CO2 emissions (metric tons per capita),2002,0.167860775584
Heavily indebted poor countries (HIPC),Domestic credit provided by financial sector (% of GDP),2002,23.4896124813
Heavily indebted poor countries (HIPC),Electric power consumption (kWh per capita),2002,139.735116729
Heavily indebted poor countries (HIPC),Energy use (kg of oil equivalent per capita),2002,380.005564962
Heavily indebted poor countries (HIPC),Exports of goods and services (% of GDP),2002,25.2711067032
Heavily indebted poor countries (HIPC),"Fertility rate, total (births per woman)",2002,5.94827673154
Heavily indebted poor countries (HIPC),GDP growth (annual %),2002,3.5228725990900003
Heavily indebted poor countries (HIPC),Imports of goods and services (% of GDP),2002,34.978285033
Heavily indebted poor countries (HIPC),"Industry, value added (% of GDP)",2002,24.0480997209
Heavily indebted poor countries (HIPC),"Inflation, GDP deflator (annual %)",2002,3.8379458026899997
Heavily indebted poor countries (HIPC),"Life expectancy at birth, total (years)",2002,53.097611739499996
Heavily indebted poor countries (HIPC),Population density (people per sq. km of land area),2002,25.395578404800002
Heavily indebted poor countries (HIPC),"Services, etc., value added (% of GDP)",2002,45.1548388996
High income,"Agriculture, value added (% of GDP)",2002,1.7311649542200003
High income,CO2 emissions (metric tons per capita),2002,12.115391173599999
High income,Domestic credit provided by financial sector (% of GDP),2002,173.41482255
High income,Electric power consumption (kWh per capita),2002,8852.98838199
High income,Energy use (kg of oil equivalent per capita),2002,5041.585763
High income,Exports of goods and services (% of GDP),2002,24.87179685
High income,"Fertility rate, total (births per woman)",2002,1.66354334104
High income,GDP growth (annual %),2002,1.60314696992
High income,Imports of goods and services (% of GDP),2002,24.4176537267
High income,"Industry, value added (% of GDP)",2002,26.4142522263
High income,"Inflation, GDP deflator (annual %)",2002,2.53585684336
High income,"Life expectancy at birth, total (years)",2002,78.043419984
High income,Population density (people per sq. km of land area),2002,31.054295490799998
High income,"Services, etc., value added (% of GDP)",2002,72.2730720908
IBRD only,"Agriculture, value added (% of GDP)",2002,10.837475550699999
IBRD only,CO2 emissions (metric tons per capita),2002,2.74522534795
IBRD only,Domestic credit provided by financial sector (% of GDP),2002,76.4502406111
IBRD only,Electric power consumption (kWh per capita),2002,1267.72402359
IBRD only,Energy use (kg of oil equivalent per capita),2002,1048.8751624
IBRD only,Exports of goods and services (% of GDP),2002,27.2042725334
IBRD only,"Fertility rate, total (births per woman)",2002,2.2689986313599997
IBRD only,GDP growth (annual %),2002,4.05680482801
IBRD only,Imports of goods and services (% of GDP),2002,24.6302097237
IBRD only,"Industry, value added (% of GDP)",2002,36.5765564393
IBRD only,"Inflation, GDP deflator (annual %)",2002,4.46158278797
IBRD only,"Life expectancy at birth, total (years)",2002,68.6793721617
IBRD only,Population density (people per sq. km of land area),2002,58.3502201858
IBRD only,"Services, etc., value added (% of GDP)",2002,52.5828830511
IDA & IBRD total,"Agriculture, value added (% of GDP)",2002,12.2965203008
IDA & IBRD total,CO2 emissions (metric tons per capita),2002,2.21665871759
IDA & IBRD total,Domestic credit provided by financial sector (% of GDP),2002,73.0110170624
IDA & IBRD total,Electric power consumption (kWh per capita),2002,1059.16241912
IDA & IBRD total,Energy use (kg of oil equivalent per capita),2002,924.198822662
IDA & IBRD total,Exports of goods and services (% of GDP),2002,27.2496429968
IDA & IBRD total,"Fertility rate, total (births per woman)",2002,2.78667133417
IDA & IBRD total,GDP growth (annual %),2002,4.02501548803
IDA & IBRD total,Imports of goods and services (% of GDP),2002,25.0898467458
IDA & IBRD total,"Industry, value added (% of GDP)",2002,35.8433490648
IDA & IBRD total,"Inflation, GDP deflator (annual %)",2002,4.16644521951
IDA & IBRD total,"Life expectancy at birth, total (years)",2002,66.1628387547
IDA & IBRD total,Population density (people per sq. km of land area),2002,54.437185935500004
IDA & IBRD total,"Services, etc., value added (% of GDP)",2002,51.8419493442
IDA blend,"Agriculture, value added (% of GDP)",2002,32.152167112600004
IDA blend,CO2 emissions (metric tons per capita),2002,1.02762616418
IDA blend,Domestic credit provided by financial sector (% of GDP),2002,36.7060728739
IDA blend,Electric power consumption (kWh per capita),2002,398.458282157
IDA blend,Energy use (kg of oil equivalent per capita),2002,632.6355807880001
IDA blend,Exports of goods and services (% of GDP),2002,32.5606399628
IDA blend,"Fertility rate, total (births per woman)",2002,4.08280520062
IDA blend,GDP growth (annual %),2002,3.54727903805
IDA blend,Imports of goods and services (% of GDP),2002,32.2686746841
IDA blend,"Industry, value added (% of GDP)",2002,29.2928983252
IDA blend,"Inflation, GDP deflator (annual %)",2002,3.0343127825800003
IDA blend,"Life expectancy at birth, total (years)",2002,59.911316129700005
IDA blend,Population density (people per sq. km of land area),2002,66.25062271430001
IDA blend,"Services, etc., value added (% of GDP)",2002,38.356951458699996
IDA only,"Agriculture, value added (% of GDP)",2002,30.998167057899998
IDA only,CO2 emissions (metric tons per capita),2002,0.247966014792
IDA only,Domestic credit provided by financial sector (% of GDP),2002,26.837218140900003
IDA only,Electric power consumption (kWh per capita),2002,186.67634438299999
IDA only,Energy use (kg of oil equivalent per capita),2002,334.408291174
