Unknown Number of Deaths,0 Deaths,1-50 Deaths,51-100 Deaths,101-1000 Deaths,>1001 Deaths,"Unknown Number of Deaths, lat","Unknown Number of Deaths, lon","0 Deaths, lat","0 Deaths, lon","1-50 Deaths, lat","1-50 Deaths, lon","51-100 Deaths, lat","51-100 Deaths, lon","101-1000 Deaths, lat","101-1000 Deaths, lon",">1001 Deaths, lat",">1001 Deaths, lon"
"China:  Shanxi Province, 1964",,,,,,35.1,111.6,,,,,,,,,,
"Nw. Honshu Island, Japan, 1964",,,,,,40.4,138.9,,,,,,,,,,
"Iran:  S, 1964",,,,,,27,54,,,,,,,,,,
"Chile:  Northern, 1965",,,,,,-25.67,-70.63,,,,,,,,,,
"Alaska:  Aleutian Islands:  Rat Islands, 1965",,,,,,50.32,177.93,,,,,,,,,,
"Russia:  Kuril Islands, 1965",,,,,,44.7,148.7,,,,,,,,,,
"Iran:  Hadjiabad, Sarkhun, Sarchahan, 1965",,,,,,28.1,55.9,,,,,,,,,,
"Alaska: Aleutian Islands: Fox Islands, 1965",,,,,,53.03,-167.55,,,,,,,,,,
"Vanuatu Islands, 1965",,,,,,-15.8,167.2,,,,,,,,,,
"Vanuatu Islands, 1965",,,,,,-15.9,166.8,,,,,,,,,,
"China:   Yunnan Province, 1966",,,,,,26.1,103.1,,,,,,,,,,
"China:  Hebei Province, 1966",,,,,,37.25,114.78,,,,,,,,,,
"Turkey, 1966",,,,,,38,42.6,,,,,,,,,,
"Solomon Islands:  Guadalcanal, 1966",,,,,,-10.343,160.883,,,,,,,,,,
"Venezuela, 1966",,,,,,10.8,-69.5,,,,,,,,,,
"Solomon Islands:  Santa Cruz Islands, 1966",,,,,,-11.893,166.445,,,,,,,,,,
"Solomon Islands:  Santa Cruz Islands, 1966",,,,,,-12.334,166.684,,,,,,,,,,
"Greece, 1967",,,,,,38.4,22,,,,,,,,,,
"Albania:  Gjirokastev, 1967",,,,,,40,20.2,,,,,,,,,,
"Papua New Guinea:  Bismarck Sea, 1967",,,,,,-4.4,152.5,,,,,,,,,,
"Peru:  Off Coast, 1967",,,,,,-10.6,-79.8,,,,,,,,,,
"Chile:  Northern, 1967",,,,,,-28.78,-71.19,,,,,,,,,,
"Nicaragua:  Managua, 1968",,,,,,12.1,-86.2,,,,,,,,,,
"Russia:  S. Kuril Islands, 1968",,,,,,43.586,146.701,,,,,,,,,,
"Azores, 1968",,,,,,37.7,-29.4,,,,,,,,,,
"Japan:  Off Coast Of Honshu Island, 1968",,,,,,41.5,142.7,,,,,,,,,,
"Indonesia:  New Guinea:  Irian Jaya, 1968",,,,,,-2.9,139.3,,,,,,,,,,
"Japan:  Sanriku, 1968",,,,,,39.4,143.1,,,,,,,,,,
"Iran:  Ghalegh Seyed,Khesht,Konar Takhteh, 1968",,,,,,29.8,51.2,,,,,,,,,,
"Kermadec Islands:  S Of, Raoul, 1968",,,,,,-30.8,-178.4,,,,,,,,,,
"Japan:  Seikaido-Nankaido, 1968",,,,,,33.3,132.2,,,,,,,,,,
"Indonesia:  Molucca Islands: Manado, Celebes, 1968",,,,,,1.4,126.2,,,,,,,,,,
"Iran, 1968",,,,,,33.9,58.2,,,,,,,,,,
"Japan:  Bonin Islands, 1968",,,,,,26.3,140.6,,,,,,,,,,
"Papua New Guinea:  N Coast, Wewak, Dagua, 1968",,,,,,-3.4,143.3,,,,,,,,,,
"Solomon Islands:  Santa Isabel Island, 1969",,,,,,-7.9,158.9,,,,,,,,,,
"Japan:  Hokkaido, 1969",,,,,,45,143.2,,,,,,,,,,
"Indonesia:  Talaud Islands, Mindanao, Visayan, 1969",,,,,,4.8,127.4,,,,,,,,,,
"Ryukyu Trench, 1969",,,,,,32.2,132.1,,,,,,,,,,
"Turkey:  Demirci, Western Anatolia, Istanbul, 1969",,,,,,39.2,28.6,,,,,,,,,,
"China:  Bohai Sea, 1969",,,,,,38.2,119.4,,,,,,,,,,
"Papua New Guinea:  Bismarck Sea, 1969",,,,,,-6.6,146.9,,,,,,,,,,
"South Africa:  Tulbagh, 1969",,,,,,-33.1,19.6,,,,,,,,,,
"Indonesia:  Off Nw Coast Sumatera, 1969",,,,,,2.1,94.6,,,,,,,,,,
"Ecuador:  Sasquisili, Pujili, Latacunga, 1969",,,,,,-0.8,-78.3,,,,,,,,,,
"Russia:  Dagestan, 1970",,,,,,43,47,,,,,,,,,,
"Kazakhstan:  Alma-Ata, 1970",,,,,,42.5,78.8,,,,,,,,,,
"Australia:  Macquarie Island, 1970",,,,,,-59.1,157.8,,,,,,,,,,
"Chile:  Southern, 1970",,,,,,-52,-73.8,,,,,,,,,,
"Chile:  Northern, 1970",,,,,,-22.28,-70.55,,,,,,,,,,
"Canada:  Queen Charlotte Islands, British Colombia, 1970",,,,,,51.8,-131,,,,,,,,,,
"Seikaido, Japan, 1970",,,,,,32.2,131.7,,,,,,,,,,
"Solomon Islands, 1970",,,,,,-14.095,166.57,,,,,,,,,,
"Colombia:  Bahia Solano, 1970",,,,,,6.2,-77.6,,,,,,,,,,
"New Zealand, 1970",,,,,,-44.64,173.62,,,,,,,,,,
"Chile:  Northern, 1970",,,,,,-20.94,-69.81,,,,,,,,,,
"Russia:  Black Sea, 1970",,,,,,43.84,39.34,,,,,,,,,,
"Iran:  Dasht-E-Arjan,Khan-E-Zenyan,Shiraz, 1971",,,,,,29.8,51.9,,,,,,,,,,
"Dominican Republic:  Santo Domingo, 1971",,,,,,18,-69.8,,,,,,,,,,
"Japan Trench, 1971",,,,,,41.4,143.5,,,,,,,,,,
"Iran:  Baba Kelu, 1971",,,,,,30,50.7,,,,,,,,,,
"Russia:  Kholmsk, 1971",,,,,,46.7,141.4,,,,,,,,,,
"Russia:  Tatar Strait, 1971",,,,,,46.4,141.2,,,,,,,,,,
"Russia:  Tatar Strait, 1971",,,,,,46.3,140.9,,,,,,,,,,
"Russia:  Sakhalin, Moneron Island, 1971",,,,,,46.4,141.1,,,,,,,,,,
"Alaska:  Aleutian Islands:  Rat Islands, 1971",,,,,,51.5,179.1,,,,,,,,,,
"Russia:  Off Kamchatka, Shemya, 1971",,,,,,52.9,159.2,,,,,,,,,,
"Taiwan, 1972",,,,,,23,122.2,,,,,,,,,,
"Iran:  Deh Kohneh,Sa'Dabad,Borazjan, 1972",,,,,,29.7,50.9,,,,,,,,,,
"Indonesia:  Celebes Sea, 1972",,,,,,3.9,124.3,,,,,,,,,,
"Iran:  Mishan-E-Markazi,Talkhab,Mishan Sofla, 1972",,,,,,30.1,50.8,,,,,,,,,,
"Chile:  Central, 1972",,,,,,-30.6,-71,,,,,,,,,,
"Iran:  Khabis,Hengam Island, 1973",,,,,,28.58,52.62,,,,,,,,,,
"Ethiopia:  Djibouti, 1973",,,,,,11.66,43.03,,,,,,,,,,
"Russia:  Kuril Islands:  S, 1973",,,,,,43.2,146.6,,,,,,,,,,
"China:  Tibet (Xizang Province), 1973",,,,,,35.18,86.48,,,,,,,,,,
"Antarctica, 1973",,,,,,-60.82,-21.55,,,,,,,,,,
"Solomon Islands, 1974",,,,,,-7.5,155.9,,,,,,,,,,
"China:  Jiangsu Province, 1974",,,,,,31.6,119.2,,,,,,,,,,
"Argentina:  Los Toldos, 1974",,,,,,-22.124,-64.638,,,,,,,,,,
"Mongolia, 1974",,,,,,45.14,94.03,,,,,,,,,,
"Gabon, 1974",,,,,,-0.28,12.92,,,,,,,,,,
"Iran:  Sarchahan,Saadatabad,Gahkom,Siruiyeh, 1974",,,,,,28,55.8,,,,,,,,,,
"Russia:  Dagestan, 1975",,,,,,42.89,46.99,,,,,,,,,,
"Chile:  Central, 1975",,,,,,-38.18,-73.23,,,,,,,,,,
"Russia:  Kuril-Japan:  Hokkaido, 1975",,,,,,43.024,147.734,,,,,,,,,,
"Tonga Islands:  S Of Tonga, 1975",,,,,,-24.894,-175.119,,,,,,,,,,
"Iceland:  Kopasker, 1976",,,,,,66.16,-16.58,,,,,,,,,,
"Kermadec Islands, 1976",,,,,,-28.427,-177.657,,,,,,,,,,
"Mexico:  Mexico City, 1976",,,,,,17.4,-100.64,,,,,,,,,,
"Tajikistan, 1977",,,,,,40.04,70.85,,,,,,,,,,
"Solomon Islands, 1977",,,,,,-9.844,160.822,,,,,,,,,,
"Indonesia:  Sunda Islands, 1977",,,,,,-11.085,118.464,,,,,,,,,,
"Tonga Trench, 1977",,,,,,-25.856,-175.406,,,,,,,,,,
"Iran:  Gorgan, 1977",,,,,,36.73,55.04,,,,,,,,,,
"Kermadec Islands:  S Of, 1978",,,,,,-30.68,-177.36,,,,,,,,,,
"Turkey, 1978",,,,,,39.69,39.79,,,,,,,,,,
"Balkans Nw:  Serbia:  Brus, 1978",,,,,,43.269,20.919,,,,,,,,,,
"Mindanao Island, Philippines, 1978",,,,,,8.249,122.403,,,,,,,,,,
"Italy:  Adriatic Sea, 1978",,,,,,None,None,,,,,,,,,,
"Taiwan, 1978",,,,,,22.282,121.512,,,,,,,,,,
"Spain, 1978",,,,,,36.63,-6.871,,,,,,,,,,
"Iwate, Japan, 1979",,,,,,40.232,143.703,,,,,,,,,,
"Montenegro: Bar Ulcinj, 1979",,,,,,41.956,19.023,,,,,,,,,,
"Greece: Crete, 1979",,,,,,34.53,24.437,,,,,,,,,,
"Indonesia:  Bali, 1979",,,,,,-8.299,115.934,,,,,,,,,,
"Australia:  Western, 1979",,,,,,-30.812,117.179,,,,,,,,,,
"Papua New Guinea:  E, Mt Hagen, 1979",,,,,,-4.98,145.577,,,,,,,,,,
"Panama-Costa Rica:  Puerto Armuelles, 1979",,,,,,8.316,-82.943,,,,,,,,,,
"Turkey:  Dursunbey, Anatolia, 1979",,,,,,39.672,28.66,,,,,,,,,,
"China:  Nei Mongol:  Wu-Yuan, 1979",,,,,,41.145,108.129,,,,,,,,,,
"Fiji Islands, 1979",,,,,,-16.76,-179.984,,,,,,,,,,
"Iran, 1979",,,,,,34.033,59.817,,,,,,,,,,
"Indonesia:  Java:  Tasikmalaja, 1980",,,,,,-8.082,108.793,,,,,,,,,,
"Guatemala:  S Coast, 1980",,,,,,14.716,-91.317,,,,,,,,,,
"Solomon Islands:  Santa Cruz Islands:  Banks, 1980",,,,,,-12.41,166.381,,,,,,,,,,
"Solomon Islands:  Santa Cruz Islands; Vanuatu, 1980",,,,,,-12.525,165.916,,,,,,,,,,
"Venezuela:  E, 1980",,,,,,8.045,-72.441,,,,,,,,,,
"Japan:  E. Honshu Island, 1981",,,,,,38.64,142.75,,,,,,,,,,
"New Zealand:  W Of North Island, 1981",,,,,,-48.786,164.357,,,,,,,,,,
"Greece:  Aegean Sea:  Lesbos, Skiros, 1981",,,,,,39.243,25.227,,,,,,,,,,
"Honduras:  Ampala, Masaya, 1982",,,,,,13.158,-87.589,,,,,,,,,,
"India:  Little Nicobar Island, 1982",,,,,,6.946,94.002,,,,,,,,,,
"Indonesia:  Java, Sukabumi, 1982",,,,,,-6.863,106.936,,,,,,,,,,
"Indonesia:  Northern Sumatera, 1982",,,,,,4.374,97.755,,,,,,,,,,
"Indonesia:  Sumbawa Island Region, 1982",,,,,,-9.265,118.479,,,,,,,,,,
"China:  Gansu Province, 1982",,,,,,36.785,105.55,,,,,,,,,,
"Ibaraki, Japan, 1982",,,,,,36.194,141.702,,,,,,,,,,
"Solomon Islands:  Santa Cruz Islands, 1982",,,,,,-12.597,165.931,,,,,,,,,,
"Indonesia:  Flores Islands:  Ruteng, 1982",,,,,,-8.375,120.577,,,,,,,,,,
"Tonga Trench, 1982",,,,,,-24.133,-175.864,,,,,,,,,,
"Japan:  S. Of Honshu Island, 1982",,,,,,33.826,139.434,,,,,,,,,,
"Greece: Ionian Sea, 1983",,,,,,38.026,20.228,,,,,,,,,,
"Indonesia:  Banda Sea, 1983",,,,,,-4.056,127.924,,,,,,,,,,
"Thailand:  Bangkok, 1983",,,,,,14.926,99.023,,,,,,,,,,
"Noshiro, Japan, 1983",,,,,,40.237,139.023,,,,,,,,,,
"Japan:  N. Honshu Island, 1983",,,,,,41.346,139.099,,,,,,,,,,
"Pakistan:  Ziarat, 1983",,,,,,30.349,67.84,,,,,,,,,,
"Russia:  Near East Coast Of Kamchatka, 1983",,,,,,55.867,161.287,,,,,,,,,,
"Indonesia:  Celebes:  Minahassa:  Tolitoli, 1983",,,,,,1.084,121.052,,,,,,,,,,
"Greece:  Managouli-Aiyion, 1984",,,,,,38.396,22.094,,,,,,,,,,
"Russia:  Kuril Islands, 1984",,,,,,44.117,148.192,,,,,,,,,,
"Japan:  Tori Shima, Okinawa, 1984",,,,,,31.448,140.036,,,,,,,,,,
"United Kingdom:  Wales, 1984",,,,,,52.878,-4.198,,,,,,,,,,
"Indonesia:  N Sumatera:  Tarutung, 1984",,,,,,1.761,99.075,,,,,,,,,,
"Japan:  Honshu Island, 1984",,,,,,34.006,141.5,,,,,,,,,,
"Russia:  Kamchatka, 1984",,,,,,56.2,163.4,,,,,,,,,,
"Indonesia:  Denpasar, Bali, 1985",,,,,,-9.245,114.185,,,,,,,,,,
"Peru:  Coast:  Chimbote, 1985",,,,,,-9.159,-78.887,,,,,,,,,,
"Turkey:  Erzurum, Kars, Agri, Artvin, 1985",,,,,,40.31,42.307,,,,,,,,,,
"Vanuatu Islands, 1985",,,,,,-13.987,166.185,,,,,,,,,,
"Vanuatu Islands, 1985",,,,,,-13.966,166.516,,,,,,,,,,
"Indonesia:  Sumatera:  S, Hahat, Muaraenim, 1986",,,,,,-3.904,103.461,,,,,,,,,,
"Guatemala:  Ixchiguan, San Marcos Province, 1986",,,,,,15.075,-92.072,,,,,,,,,,
"Pakistan:  Barkham, Matakari, Hamtarot, 1986",,,,,,29.627,69.363,,,,,,,,,,
"Alaska:  Andreanof Islands, 1986",,,,,,52.327,-174.504,,,,,,,,,,
"Turkey:  Yesilce,  Ucgoze, Sam, 1986",,,,,,37.2,37.3,,,,,,,,,,
"Turkey:  Aydin, Denizli-Izmir-Manisa, 1986",,,,,,37.931,28.574,,,,,,,,,,
"Pakistan:  Khuzdar, 1986",,,,,,27.727,66.65,,,,,,,,,,
"Kermadec Islands:  Raoul, 1986",,,,,,-28.117,-176.367,,,,,,,,,,
"Iran:  S Mamasani, Shiraz, Norabad, 1986",,,,,,29.985,51.623,,,,,,,,,,
"China:  S Xinjiang Province:  Baicheng, 1987",,,,,,41.964,81.319,,,,,,,,,,
"China:  Xingjiang Weiwuer Zizhiqu Province, Wushi, 1987",,,,,,41.529,79.318,,,,,,,,,,
"Japan:  East Coast Honshu, 1987",,,,,,36.988,141.689,,,,,,,,,,
"Japan:  Honshu Island, 1987",,,,,,37.447,137.865,,,,,,,,,,
"Vanuatu Islands, 1987",,,,,,-10.707,162.326,,,,,,,,,,
"Vanuatu Islands, 1987",,,,,,-14.074,167.828,,,,,,,,,,
"Australia:  Macquarie Island, 1987",,,,,,-58.893,158.513,,,,,,,,,,
"Tonga Islands, 1987",,,,,,-17.94,-172.225,,,,,,,,,,
"Papua New Guinea:  Solomon Sea, 1987",,,,,,-7.288,154.371,,,,,,,,,,
"Gulf Of Alaska, 1987",,,,,,58.586,-143.27,,,,,,,,,,
"China:  Lingwu, 1988",,,,,,38.111,106.336,,,,,,,,,,
"Australia:  Tennant Creek, 1988",,,,,,-19.847,133.803,,,,,,,,,,
"Chile:  Taltal, 1988",,,,,,-24.753,-70.433,,,,,,,,,,
"Iran:  Deh Dasht, Bahbahan, 1988",,,,,,30.89,50.194,,,,,,,,,,
"Philippines:  Luzon:  Laoag, 1988",,,,,,18.606,121.013,,,,,,,,,,
"Solomon Islands:  San Cristobal, Guadalcanal, 1988",,,,,,-10.258,160.896,,,,,,,,,,
"Algeria:  Blida, Medea-Algiers, 1988",,,,,,36.443,2.759,,,,,,,,,,
"China:  Yunnan Province, 1988",,,,,,23.181,99.439,,,,,,,,,,
"China:  E, Qinzhou-Fangcheng, Nanning, 1988",,,,,,21.23,108.545,,,,,,,,,,
"Indonesia:  Molucca Passage:  Morotai, Tanawangu, 1989",,,,,,1.031,126.189,,,,,,,,,,
"Turkey:  Erzurum, Kars, 1989",,,,,,40.027,41.816,,,,,,,,,,
"Iran:  Sw, Shiraz, Mamasani, 1989",,,,,,29.964,51.655,,,,,,,,,,
"Venezuela:  Falcon, Carabobo, Caracas, 1989",,,,,,11.038,-68.27,,,,,,,,,,
"Indonesia:  Timor:  Alor, 1989",,,,,,-8.081,125.129,,,,,,,,,,
"Indonesia:  Tembagapura, 1989",,,,,,-4.219,136.667,,,,,,,,,,
"Alaska, 1989",,,,,,55.543,-156.835,,,,,,,,,,
"Iran:  Deh Borzorg-E Sisakht, 1989",,,,,,30.96,51.421,,,,,,,,,,
"Japan:  N. Honshu Island, 1989",,,,,,39.571,143.333,,,,,,,,,,
"Puerto Rico: Mona Passage, 1989",,,,,,18.986,-68.833,,,,,,,,,,
"Japan:  Near S. Coast Of Honshu, 1990",,,,,,34.706,139.252,,,,,,,,,,
"Fiji Islands, 1990",,,,,,-22.122,175.163,,,,,,,,,,
"China:  S Xinjiang:  Wuqia County, 1990",,,,,,39.436,74.9,,,,,,,,,,
"Iran:  Hanna, 1990",,,,,,31.107,51.678,,,,,,,,,,
"Sudan:  Juba, Kapenguria, 1990",,,,,,5.358,31.848,,,,,,,,,,
"Costa Rica:  Santiago De Puriscal, 1990",,,,,,9.855,-84.327,,,,,,,,,,
"Pakistan:  Baluchistan, 1990",,,,,,27.398,65.719,,,,,,,,,,
"Indonesia:  Java:  W, Kuningan, Majalenga, 1990",,,,,,-6.904,108.12,,,,,,,,,,
"Turkey:  Cameli, Denizli, 1990",,,,,,36.99,29.595,,,,,,,,,,
"Japan:  W. Of Bonin Islands, Izu Is., 1990",,,,,,33.267,138.643,,,,,,,,,,
"Papua New Guinea:  New Britain, 1990",,,,,,-5.097,150.967,,,,,,,,,,
"Myanmar (Burma):  Thabeikkyin, Mandalay, 1991",,,,,,23.613,95.901,,,,,,,,,,
"Solomon Islands, 1991",,,,,,-9.929,159.139,,,,,,,,,,
"Russia:  Kuril Islands, 1991",,,,,,48.268,154.328,,,,,,,,,,
"Bering Sea, 1991",,,,,,58.427,-175.45,,,,,,,,,,
"China:  S Xinjiang:  Kalpin, 1991",,,,,,40.386,78.959,,,,,,,,,,
"China:  Ne, Datong, 1991",,,,,,39.887,113.923,,,,,,,,,,
"Afghanistan:  Hindu Kush:  Badakhstan, Kabul, 1991",,,,,,36.416,70.912,,,,,,,,,,
"Panama:  Changuinola, Almirante, Bocas Del Toro, 1991",,,,,,9.542,-82.418,,,,,,,,,,
"Philippines:  Luzon:  Manila, Pinatubo Eruption, 1991",,,,,,15.119,120.355,,,,,,,,,,
"Turkey:  Kagizman, 1991",,,,,,39.984,42.875,,,,,,,,,,
"Costa Rica:  Cartago, 1991",,,,,,9.737,-84.054,,,,,,,,,,
"New Zealand:  Wellington, Wanganui, 1991",,,,,,-40.25,175.053,,,,,,,,,,
"Solomon Islands, 1991",,,,,,-9.094,158.442,,,,,,,,,,
"Iran:  Behbahan, 1991",,,,,,30.666,50.218,,,,,,,,,,
"India:  Jodhpur, Jaisalmer, 1991",,,,,,26.323,70.607,,,,,,,,,,
"Russia:  Kamchatka, Kuril Islands, 1991",,,,,,45.533,151.021,,,,,,,,,,
"China:  S. China Sea, 1992",,,,,,18,108,,,,,,,,,,
"Japan:  Honshu:  Tokyo, 1992",,,,,,35.106,139.644,,,,,,,,,,
"Indonesia:  Jawa, Brebes, 1992",,,,,,-7.138,109.067,,,,,,,,,,
"Philippines:  Mindanao, Tandag, Bislig, 1992",,,,,,7.191,126.762,,,,,,,,,,
"Cuba:  Pilon, Manzanillo, 1992",,,,,,19.613,-77.872,,,,,,,,,,
"Solomon Islands:  Santa Cruz Islands, 1992",,,,,,-11.122,165.239,,,,,,,,,,
"Nevada-California Border:  Nevada Test Site, 1992",,,,,,36.705,-116.293,,,,,,,,,,
"Japan:  Honshu Island, 1992",,,,,,39.419,143.33,,,,,,,,,,
"Japan:  Honshu:  S, 1992",,,,,,32.536,141.641,,,,,,,,,,
"Colombia:  Murindo, Cali, 1992",,,,,,6.845,-76.806,,,,,,,,,,
"China:  Yunnan Province, 1993",,,,,,23.027,101.062,,,,,,,,,,
"Iran:  Nehbandan, 1993",,,,,,32.104,60.088,,,,,,,,,,
"Japan:  Honshu:  Ishikawa, Toyama, Niigata, 1993",,,,,,37.634,137.245,,,,,,,,,,
"Iran:  Bovir Ahmadi Va Kohkiluyeh, 1993",,,,,,30.692,50.886,,,,,,,,,,
"Russia:  Kamchatka, 1993",,,,,,51.218,157.829,,,,,,,,,,
"Kermadec Islands, 1993",,,,,,-28.886,-176.819,,,,,,,,,,
"Greece:  Patras, 1993",,,,,,38.224,21.756,,,,,,,,,,
"Japan, 1993",,,,,,41.985,139.839,,,,,,,,,,
"Nepal: Nw; India:  Uttar Pradesh, 1993",,,,,,28.723,82.28,,,,,,,,,,
"India:  Latur, 1993",,,,,,18.12,76.533,,,,,,,,,,
"Russia:  Kamchatka, 1993",,,,,,51.934,158.647,,,,,,,,,,
"China:  Southern Xinjiang:  Shufu, 1993",,,,,,39.263,75.533,,,,,,,,,,
"China:  Qinghai Province:  Gonghe, 1994",,,,,,36.028,100.104,,,,,,,,,,
"Fiji Islands, 1994",,,,,,-18.039,-178.413,,,,,,,,,,
"Japan:  Off East Coast Of Honshu Island, 1994",,,,,,40.608,143.683,,,,,,,,,,
"Indonesia:  Java, 1994",,,,,,-10.362,112.892,,,,,,,,,,
"Indonesia:  Java, 1994",,,,,,-10.777,113.366,,,,,,,,,,
"Indonesia:  Java, 1994",,,,,,-10.341,113.369,,,,,,,,,,
"Russia:  Kuril Islands, 1994",,,,,,43.905,147.916,,,,,,,,,,
"China:  Guangxi Province, Guandong Province, 1994",,,,,,20.524,109.33,,,,,,,,,,
"New Zealand:  North Island; S Island:  Christchurch, 1995",,,,,,-37.759,178.752,,,,,,,,,,
"Indonesia:  Irian Jaya Region, 1995",,,,,,-4.183,135.109,,,,,,,,,,
"Japan:  Niigata Prefecture, Sado, 1995",,,,,,37.925,139.186,,,,,,,,,,
"Samoa:  Apia; American Samoa:  Pago Pago; Niue, 1995",,,,,,-15.199,-173.529,,,,,,,,,,
"Philippines:  Samar, 1995",,,,,,12.059,125.58,,,,,,,,,,
"Philippines:  Samar, 1995",,,,,,12.047,125.92,,,,,,,,,,
"Papua New Guinea:  Rabaul, Kokopo, New Britain, 1995",,,,,,-5.799,154.178,,,,,,,,,,
"Alaska:  Fairbanks North Star County, 1995",,,,,,65.17,-148.565,,,,,,,,,,
"Japan:  Ryuku Is., 1995",,,,,,27.929,130.175,,,,,,,,,,
"Japan:  Ryuku Is., 1995",,,,,,28.094,130.148,,,,,,,,,,
"Chile:  Near Central Coast, 1995",,,,,,-28.906,-71.417,,,,,,,,,,
"Mexico:  Off Coast Of Guerrero, 1996",,,,,,15.978,-98.07,,,,,,,,,,
"Alaska:  Andreanof Islands, 1996",,,,,,51.478,-176.847,,,,,,,,,,
"Honshu Island, Japan, 1996",,,,,,31.555,139.931,,,,,,,,,,
"Chile:  Easter Island Region, 1996",,,,,,-22.118,-113.436,,,,,,,,,,
"Japan:  Kyushu Island, 1996",,,,,,30.568,131.093,,,,,,,,,,
"Japan:  Kyushu Island, 1996",,,,,,31.885,131.468,,,,,,,,,,
"Japan:  Kyushu, 1996",,,,,,31.789,131.314,,,,,,,,,,
"China:  S. Xinjiang, Jiashi County, 1997",,,,,,39.513,76.865,,,,,,,,,,
"China:  S. Xinjiang, 1997",,,,,,39.537,76.998,,,,,,,,,,
"Tobago, 1997",,,,,,11.112,-60.892,,,,,,,,,,
"Iran:  Birjand, Qayen, 1997",,,,,,33.938,59.475,,,,,,,,,,
"Indonesia:  N. Sumatera, Aceh, Banda Aceh, Medan, 1997",,,,,,4.358,96.494,,,,,,,,,,
"Japan:  Honshu:  S, 1997",,,,,,31.959,141.878,,,,,,,,,,
"Tonga Islands, 1997",,,,,,-22.101,-176.772,,,,,,,,,,
"China:  Tibet (Xizang Province), 1997",,,,,,35.069,87.325,,,,,,,,,,
"Greece:  Ionian Sea, Amalias, Gargalianoi, Kalamai, 1997",,,,,,37.57,20.656,,,,,,,,,,
"Indonesia:  Sulawesi:  Minahassa Peninsula,Gorontalo, 1997",,,,,,1.241,122.536,,,,,,,,,,
"Guatemala:  Quezaltenango, San Marcos, Solola, 1998",,,,,,14.374,-91.473,,,,,,,,,,
"Mexico:  Oaxaca, San Agustin, San Francisco, 1998",,,,,,15.883,-96.298,,,,,,,,,,
"China:  Southern Xinjiang: Artux, Kashgar, 1998",,,,,,39.977,76.731,,,,,,,,,,
"Balleny Islands, 1998",,,,,,-62.877,149.527,,,,,,,,,,
"Italy:  Central:  Gualdo, Tadino-Nocera Umbra, 1998",,,,,,43.164,12.701,,,,,,,,,,
"Taiwan, 1998",,,,,,22.306,125.308,,,,,,,,,,
"China:  Southern Xinjiang, 1998",,,,,,37.388,78.843,,,,,,,,,,
"Armenia-Azerbaijan-Iran:  Astara, Bilasuvar, Imisli, 1998",,,,,,38.717,48.507,,,,,,,,,,
"Papua New Guinea:  Sissano, 1998",,,,,,-2.943,142.582,,,,,,,,,,
"Albania:  Kukes, Peshkopi, 1998",,,,,,41.925,20.39,,,,,,,,,,
"Iran:  Western:  Darreh Shahr, Pol-E-Dokhtar, 1998",,,,,,33.199,47.225,,,,,,,,,,
"China:  Yunnan Province  Southeastern, 1998",,,,,,26.373,104.021,,,,,,,,,,
"China:  Ne: Zhangbei County, 1999",,,,,,41.131,114.658,,,,,,,,,,
"Mexico:  Guerrero:  Coahuayutla; Michoacan: Cuitzeo, 1999",,,,,,18.324,-101.539,,,,,,,,,,
"Peru:  Chuschi, Cangallo, Huancapi, 1999",,,,,,-13.64,-74.43,,,,,,,,,,
"China:  Shanxi:  Northeastern, 1999",,,,,,39.899,113.983,,,,,,,,,,
"Iran:  Gorgan, 1999",,,,,,36.92,54.9,,,,,,,,,,
"China:  Northeastern:  Sanjianfang, 1999",,,,,,40.459,122.889,,,,,,,,,,
"India-Bangladesh Border:  Maheshkhali, 2000",,,,,,22.132,92.771,,,,,,,,,,
"China:  Liaoning Province, 2000",,,,,,40.498,122.994,,,,,,,,,,
"South Africa; Swaziland:  Mbabane-Manzini, 2000",,,,,,-26.288,30.888,,,,,,,,,,
"Japan:  Volcano Islands, 2000",,,,,,22.338,143.73,,,,,,,,,,
"Greece:  Crete, 2000",,,,,,34.22,25.69,,,,,,,,,,
"Turkey:  Doganyol, Puturge, 2000",,,,,,38.164,38.777,,,,,,,,,,
"China:  Yunnan Province:  Liuku; Myanmar, 2000",,,,,,26.856,97.238,,,,,,,,,,
"Iceland:  Vestmannaeyjar, Hella, 2000",,,,,,63.966,-20.487,,,,,,,,,,
"Australia:  S, Cocos Islands, 2000",,,,,,-13.802,97.453,,,,,,,,,,
"Iceland:  Grimsnes, Selfoss, Eyrarbakki, Stokkseyri, 2000",,,,,,63.98,-20.758,,,,,,,,,,
"Indonesia: Jawa:Bandung,Cibadak,Cimandiri,Kadudampit, 2000",,,,,,-6.675,106.845,,,,,,,,,,
"Japan:  Near S Coast Honshu:  Nii-Jima, 2000",,,,,,34.319,139.26,,,,,,,,,,
"Philippines:  Basco, Mount Irada, Batan Islands, 2000",,,,,,20.253,122.043,,,,,,,,,,
"Japan:  Honshu:  S, 2000",,,,,,33.901,139.376,,,,,,,,,,
"Tanzania:  Nkansi, Rukwa, 2000",,,,,,-7.977,30.709,,,,,,,,,,
"Afghanistan-Tajikistan:  Rakhor, 2000",,,,,,37.542,69.582,,,,,,,,,,
"Panama-Colombia:  Jurado, 2000",,,,,,7.042,-77.829,,,,,,,,,,
"Papua New Guinea:  New Ireland, New Britain, 2000",,,,,,-5.233,153.102,,,,,,,,,,
