City,State,Population,lat,lon,year
Kannapolis,North Carolina,455634,35.4873613,-80.621734,2018
Corona,California,210784,33.8752935,-117.56644,2018
Rocklin,California,405889,38.7907339,-121.23578,2018
Lee's Summit,Missouri,663340,38.9108408,-94.382172,2018
Palm Coast,Florida,701614,29.5844524,-81.20787,2018
Sandy,Utah,496351,40.5649781,-111.83897,2018
Bentonville,Arkansas,590924,36.3728538,-94.208817,2018
Santa Clarita,California,802274,34.3916641,-118.54259,2018
Altamonte Springs,Florida,131581,28.6611089,-81.365624,2018
New Braunfels,Texas,345739,29.7030024,-98.124453,2018
Memphis,Tennessee,416389,35.1495343,-90.04898,2018
Irving,Texas,57333,32.8140177,-96.948895,2018
Alexandria,Virginia,841560,38.8048355,-77.046921,2018
Hesperia,California,290741,34.4263886,-117.30088,2018
Holyoke,Massachusetts,893788,42.2042586,-72.616201,2018
Dunwoody,Georgia,167067,33.9462125,-84.334647,2018
Skokie,Illinois,850159,42.0324025,-87.741625,2018
Kearny,New Jersey,109718,40.7684342,-74.145421,2018
Bethlehem,Pennsylvania,22952,40.6259316,-75.370458,2018
St. Joseph,Missouri,766476,39.7674578,-94.846681,2018
Redondo Beach,California,156243,33.8491816,-118.38841,2018
Houston,Texas,566486,29.7604267,-95.369803,2018
Temecula,California,124627,33.4936391,-117.14836,2018
Ann Arbor,Michigan,954171,42.2808256,-83.743038,2018
Beaumont,Texas,456281,30.080174,-94.126556,2018
East Lansing,Michigan,206332,42.7369792,-84.483865,2018
Santee,California,963908,32.8383828,-116.97392,2018
Tamarac,Florida,940078,26.2128609,-80.249771,2018
Bellevue,Nebraska,182702,41.1543623,-95.914557,2018
Pembroke Pines,Florida,579851,26.007765,-80.296256,2018
Springdale,Arkansas,412607,36.1867442,-94.128814,2018
Oxnard,California,382553,34.1975048,-119.17705,2018
Odessa,Texas,114160,31.8456816,-102.36764,2018
Stillwater,Oklahoma,625800,36.1156071,-97.058368,2018
Brockton,Massachusetts,304197,42.0834335,-71.018379,2018
Bayonne,New Jersey,353836,40.6687141,-74.114309,2018
Paramount,California,349287,33.8894598,-118.15979,2018
Moline,Illinois,130676,41.5067003,-90.515134,2018
Meridian,Mississippi,555954,32.3643098,-88.703656,2018
Cleveland,Tennessee,115928,35.1595182,-84.876612,2018
Jersey City,New Jersey,85222,40.7281575,-74.077642,2018
St. Paul,Minnesota,643235,44.9537029,-93.089958,2018
Deltona,Florida,897373,28.9005446,-81.263674,2018
Freeport,New York,982141,40.6576022,-73.583183,2018
Iowa City,Iowa,523924,41.6611277,-91.530168,2018
Anaheim,California,247022,33.8352932,-117.9145,2018
Apple Valley,Minnesota,847686,44.7319094,-93.21772,2018
Great Falls,Montana,321127,47.4941836,-111.28334,2018
West Valley City,Utah,443199,40.6916132,-112.00105,2018
Hampton,Virginia,443302,37.0298687,-76.345222,2018
Georgetown,Texas,452535,30.6332618,-97.677984,2018
Orem,Utah,788558,40.2968979,-111.69465,2018
Monrovia,California,261391,34.1442616,-118.00195,2018
Keller,Texas,70320,32.9341893,-97.229298,2018
Goose Creek,South Carolina,908800,32.9810059,-80.032587,2018
Little Rock,Arkansas,398238,34.7464809,-92.289595,2018
Santa Ana,California,937599,33.7455731,-117.86783,2018
White Plains,New York,388641,41.0339862,-73.76291,2018
Idaho Falls,Idaho,797569,43.4916514,-112.03396,2018
Bellevue,Washington,858268,47.610377,-122.20068,2018
Roseville,California,907713,38.7521235,-121.28801,2018
Perth Amboy,New Jersey,805893,40.5067723,-74.265423,2018
Peabody,Massachusetts,577312,42.5278731,-70.928661,2018
Grand Island,Nebraska,812575,40.9263957,-98.342012,2018
Columbia,Missouri,854171,38.9517053,-92.334072,2018
Racine,Wisconsin,648021,42.7261309,-87.782852,2018
Carmel,Indiana,254153,39.978371,-86.118044,2018
Portage,Michigan,295988,42.2011538,-85.580002,2018
Middletown,Ohio,615194,39.5150576,-84.398276,2018
Woodland,California,588593,38.6785157,-121.7733,2018
Revere,Massachusetts,640104,42.4084302,-71.011995,2018
Euless,Texas,758294,32.8370727,-97.081954,2018
Arlington Heights,Illinois,957997,42.0883603,-87.980627,2018
Hemet,California,299437,33.7475203,-116.97197,2018
High Point,North Carolina,843525,35.9556923,-80.005318,2018
Newark,Ohio,198442,40.0581205,-82.401264,2018
Midwest City,Oklahoma,566697,35.4495065,-97.396702,2018
San Marcos,California,679531,33.1433723,-117.16614,2018
Port Orange,Florida,600367,29.1383165,-80.995611,2018
Lakewood,California,915599,33.8536269,-118.13396,2018
Westerville,Ohio,634850,40.1261743,-82.92907,2018
Rockford,Illinois,354429,42.2711311,-89.093995,2018
El Cajon,California,646237,32.7947731,-116.96253,2018
St. Petersburg,Florida,889199,27.773056,-82.64,2018
Downers Grove,Illinois,584188,41.8089191,-88.011175,2018
Milford,Connecticut,819026,41.2306979,-73.064036,2018
Albany,Oregon,912262,44.6365107,-123.10593,2018
Las Vegas,Nevada,719695,36.1699412,-115.13983,2018
Pasadena,Texas,993815,29.6910625,-95.209101,2018
Port St. Lucie,Florida,854171,27.2730492,-80.358226,2018
Cedar Rapids,Iowa,439764,41.9778795,-91.665623,2018
Ormond Beach,Florida,463239,29.2858129,-81.055889,2018
Quincy,Massachusetts,78833,42.2528772,-71.002271,2018
Miramar,Florida,381702,25.9860762,-80.30356,2018
El Paso,Texas,523796,31.7775757,-106.44246,2018
Topeka,Kansas,126181,39.0558235,-95.689019,2018
Rosemead,California,384510,34.0805651,-118.07285,2018
Keizer,Oregon,928460,44.9901194,-123.02621,2018
Minnetonka,Minnesota,494155,44.9211836,-93.468749,2018
Akron,Ohio,982572,41.0814447,-81.519005,2018
Edinburg,Texas,929924,26.3017374,-98.163343,2018
Rancho Cucamonga,California,25152,34.1063989,-117.59311,2018
North Charleston,South Carolina,795267,32.8546197,-79.97481,2018
Louisville,Kentucky,854225,38.2526647,-85.758456,2018
Watsonville,California,307590,36.910231,-121.75689,2018
Coconut Creek,Florida,833670,26.2517482,-80.178935,2018
Bradenton,Florida,479957,27.4989278,-82.574819,2018
Carlsbad,California,897375,33.1580933,-117.35059,2018
Texas City,Texas,386876,29.383845,-94.9027,2018
Redding,California,317843,40.5865396,-122.39168,2018
Wyoming,Michigan,800967,42.9133602,-85.705309,2018
Lorain,Ohio,286286,41.452819,-82.182375,2018
Roy,Utah,961295,41.1616108,-112.02633,2018
Fort Lauderdale,Florida,992216,26.1224386,-80.137317,2018
Warner Robins,Georgia,139588,32.6130007,-83.624201,2018
Clearwater,Florida,911131,27.9658533,-82.800103,2018
Cutler Bay,Florida,824274,25.5808323,-80.346859,2018
Florence,Alabama,814960,34.79981,-87.677251,2018
Terre Haute,Indiana,690933,39.4667034,-87.413909,2018
Temple,Texas,643264,31.0982344,-97.342782,2018
Beavercreek,Ohio,878651,39.7092262,-84.063269,2018
Sioux Falls,South Dakota,147042,43.5445959,-96.731103,2018
Columbus,Indiana,278978,39.2014404,-85.92138,2018
Margate,Florida,351680,26.2445263,-80.206436,2018
Leominster,Massachusetts,216227,42.5250906,-71.759794,2018
Warwick,Rhode Island,592755,41.7001009,-71.416167,2018
Bakersfield,California,487714,35.3732921,-119.01871,2018
Miami,Florida,85022,25.7616798,-80.19179,2018
Lake Charles,Louisiana,429589,30.2265949,-93.217376,2018
Richland,Washington,247644,46.2856907,-119.28446,2018
Hickory,North Carolina,94374,35.7344538,-81.344457,2018
South San Francisco,California,860208,37.654656,-122.40775,2018
Plymouth,Minnesota,443492,45.0105194,-93.455509,2018
South Bend,Indiana,449978,41.6763545,-86.25199,2018
Edmond,Oklahoma,663869,35.6528323,-97.478095,2018
Des Moines,Iowa,415052,41.6005448,-93.609106,2018
Bonita Springs,Florida,918725,26.339806,-81.778697,2018
Draper,Utah,464086,40.5246711,-111.86382,2018
Whittier,California,140371,33.9791793,-118.03284,2018
Livonia,Michigan,737659,42.36837,-83.35271,2018
Milwaukee,Wisconsin,713957,43.0389025,-87.906474,2018
Auburn,Washington,764230,47.3073228,-122.22845,2018
Sumter,South Carolina,548407,33.9204354,-80.341469,2018
Beverly,Massachusetts,686120,42.5584283,-70.880049,2018
Renton,Washington,254436,47.4828776,-122.21707,2018
Centennial,Colorado,111432,39.5807452,-104.87717,2018
Richmond,Virginia,15096,37.5407246,-77.436048,2018
Anderson,Indiana,151187,40.1053196,-85.680254,2018
Beaumont,California,797996,33.9294606,-116.97725,2018
Pflugerville,Texas,898942,30.4393696,-97.620004,2018
Hoboken,New Jersey,846175,40.7439905,-74.032363,2018
Lexington-Fayette,Kentucky,361140,38.0405837,-84.503716,2018
Norwalk,California,655693,33.9022367,-118.08173,2018
Yuma,Arizona,671610,32.6926512,-114.62769,2018
Highland,California,875202,34.1283442,-117.20865,2018
Carol Stream,Illinois,684745,41.9125286,-88.134793,2018
Joliet,Illinois,849362,41.525031,-88.081725,2018
Rock Hill,South Carolina,748666,34.9248667,-81.025078,2018
Rancho Cordova,California,840202,38.5890723,-121.30273,2018
Dearborn Heights,Michigan,550882,42.3369816,-83.273263,2018
Honolulu,Hawaii,922727,21.3069444,-157.85833,2018
Victoria,Texas,188581,28.8052674,-97.003598,2018
Attleboro,Massachusetts,554482,41.9445441,-71.285608,2018
Wylie,Texas,526530,33.0151201,-96.538879,2018
Carrollton,Texas,78814,32.9756415,-96.889964,2018
Plainfield,Illinois,878322,41.632223,-88.212032,2018
Hoffman Estates,Illinois,571722,42.0629915,-88.12272,2018
Methuen,Massachusetts,546485,42.7262016,-71.190892,2018
North Port,Florida,105481,27.044224,-82.235925,2018
Rockville,Maryland,312074,39.0839973,-77.152758,2018
Burbank,California,821493,34.1808392,-118.30897,2018
Fullerton,California,298888,33.8703596,-117.9243,2018
Oshkosh,Wisconsin,528595,44.0247062,-88.542614,2018
Huntsville,Texas,774572,30.7235263,-95.550777,2018
Farmington Hills,Michigan,978852,42.4989936,-83.367717,2018
Pico Rivera,California,184112,33.9830688,-118.09674,2018
Cerritos,California,446100,33.8583483,-118.06479,2018
La Puente,California,937574,34.0200114,-117.94951,2018
Grand Junction,Colorado,545354,39.0638705,-108.55065,2018
Enid,Oklahoma,468419,36.3955891,-97.878391,2018
San Jose,California,907162,37.3382082,-121.88633,2018
Round Rock,Texas,951841,30.5082551,-97.678896,2018
Maple Grove,Minnesota,624024,45.0724642,-93.455788,2018
Norman,Oklahoma,69065,35.2225668,-97.439478,2018
Homestead,Florida,910546,25.4687224,-80.477557,2018
Friendswood,Texas,597597,29.5293998,-95.201045,2018
Irvine,California,284357,33.6839473,-117.79469,2018
Pocatello,Idaho,412606,42.8713032,-112.44553,2018
Pacifica,California,196981,37.6138253,-122.48692,2018
Sheboygan,Wisconsin,443518,43.7508284,-87.71453,2018
Bossier City,Louisiana,858465,32.5159852,-93.732123,2018
Cedar Park,Texas,85846,30.505198,-97.820289,2018
Sandy Springs,Georgia,718090,33.9304352,-84.373315,2018
Champaign,Illinois,469625,40.1164204,-88.243383,2018
Clifton,New Jersey,256236,40.8584328,-74.163755,2018
Moore,Oklahoma,172335,35.3395079,-97.486703,2018
Blue Springs,Missouri,684644,39.0169509,-94.281615,2018
Lancaster,California,171889,34.6867846,-118.15416,2018
Bryan,Texas,891271,30.6743643,-96.369963,2018
Hurst,Texas,561092,32.8234621,-97.170568,2018
Cape Coral,Florida,394546,26.5628537,-81.949533,2018
Cupertino,California,813377,37.3229978,-122.03218,2018
Pittsfield,Massachusetts,398077,42.4500845,-73.245382,2018
Gilroy,California,945321,37.0057816,-121.56828,2018
Manchester,New Hampshire,719468,42.9956397,-71.454789,2018
Virginia Beach,Virginia,998058,36.8529263,-75.977985,2018
Salina,Kansas,396509,38.8402805,-97.611424,2018
Somerville,Massachusetts,209310,42.3875968,-71.099497,2018
Largo,Florida,214253,27.9094665,-82.787324,2018
Fresno,California,343830,36.7468422,-119.77259,2018
Phenix City,Alabama,859440,32.4709761,-85.000765,2018
Berwyn,Illinois,235236,41.8505874,-87.793669,2018
Palm Beach Gardens,Florida,88343,26.8233946,-80.138655,2018
Pawtucket,Rhode Island,651919,41.878711,-71.382556,2018
San Gabriel,California,660001,34.0961111,-118.10583,2018
Winston-Salem,North Carolina,34031,36.0998596,-80.244216,2018
Alpharetta,Georgia,74093,34.0753762,-84.29409,2018
O'Fallon,Missouri,989663,38.8106075,-90.699848,2018
Redwood City,California,139731,37.4852152,-122.23635,2018
Union City,California,98415,37.5933918,-122.04383,2018
Hallandale Beach,Florida,706983,25.9812024,-80.148379,2018
Mankato,Minnesota,448003,44.1635775,-93.9994,2018
Aliso Viejo,California,921416,33.5676842,-117.72561,2018
Menifee,California,917011,33.6971468,-117.18529,2018
Loveland,Colorado,560636,40.3977612,-105.07498,2018
Carpentersville,Illinois,38091,42.1211364,-88.257858,2018
Providence,Rhode Island,129868,41.8239891,-71.412834,2018
Hialeah,Florida,571626,25.8575963,-80.278106,2018
San Ramon,California,871016,37.7799273,-121.97802,2018
Ontario,California,146657,34.0633443,-117.65089,2018
Kirkland,Washington,499020,47.6814875,-122.20874,2018
St. George,Utah,529583,37.0965278,-113.56842,2018
Hilton Head Island,South Carolina,943519,32.216316,-80.752608,2018
Glendale,California,431978,34.1425078,-118.25508,2018
Meriden,Connecticut,726830,41.5381535,-72.807044,2018
Gardena,California,447620,33.8883487,-118.30896,2018
Westfield,Massachusetts,495634,42.1250929,-72.749538,2018
Elgin,Illinois,209173,42.0354084,-88.282567,2018
Plano,Texas,642663,33.0198431,-96.698886,2018
Longmont,Colorado,713541,40.1672068,-105.10193,2018
Coppell,Texas,359509,32.9545687,-97.015008,2018
Lakewood,Ohio,302078,41.4819932,-81.798191,2018
Jonesboro,Arkansas,453251,35.8422967,-90.704279,2018
College Station,Texas,499471,30.627977,-96.334407,2018
Dearborn,Michigan,398279,42.3222599,-83.176315,2018
Utica,New York,382047,43.100903,-75.232664,2018
Monroe,Louisiana,960434,32.5093109,-92.119301,2018
Baltimore,Maryland,928312,39.2903848,-76.612189,2018
Springfield,Missouri,177672,37.2089572,-93.292299,2018
Pine Bluff,Arkansas,132992,34.2284312,-92.003195,2018
Plainfield,New Jersey,96688,40.6337136,-74.407374,2018
Lynn,Massachusetts,390513,42.466763,-70.949494,2018
Woodbury,Minnesota,369485,44.9238552,-92.95938,2018
Gainesville,Florida,718537,29.6516344,-82.324826,2018
West Sacramento,California,743509,38.5804609,-121.53023,2018
Sammamish,Washington,985427,47.6162683,-122.03557,2018
Aventura,Florida,318139,25.9564812,-80.139212,2018
Fayetteville,Arkansas,116994,36.0625795,-94.157426,2018
San Rafael,California,602180,37.9735346,-122.53109,2018
Conway,Arkansas,244655,35.0886963,-92.442101,2018
Tacoma,Washington,260295,47.2528768,-122.44429,2018
Middletown,Connecticut,709068,41.5623209,-72.650649,2018
Burlington,Vermont,371234,44.4758825,-73.212072,2018
Twin Falls,Idaho,156584,42.5629668,-114.46087,2018
Sherman,Texas,870310,33.6356618,-96.608881,2018
New York,New York,701573,40.7127837,-74.005941,2018
Simi Valley,California,371148,34.2694474,-118.78148,2018
West Covina,California,86624,34.0686208,-117.93895,2018
Castle Rock,Colorado,488154,39.3722121,-104.85609,2018
Valdosta,Georgia,945459,30.8327022,-83.278485,2018
Fort Worth,Texas,110629,32.7554883,-97.330766,2018
Carson,California,727470,33.8316745,-118.28169,2018
Evansville,Indiana,522864,37.9715592,-87.57109,2018
Santa Maria,California,360239,34.9530337,-120.43572,2018
Brentwood,Tennessee,683004,36.0331164,-86.782777,2018
La Mesa,California,198257,32.7678287,-117.02308,2018
Westminster,Colorado,799119,39.8366528,-105.0372,2018
Reading,Pennsylvania,503632,40.3356483,-75.926875,2018
Turlock,California,419423,37.4946568,-120.84659,2018
Greeley,Colorado,148813,40.4233142,-104.70913,2018
Tyler,Texas,202911,32.3512601,-95.301062,2018
Winter Garden,Florida,547345,28.5652787,-81.586185,2018
Waco,Texas,811928,31.549333,-97.14667,2018
Martinez,California,403880,38.0193657,-122.13413,2018
Thousand Oaks,California,126493,34.1705609,-118.83759,2018
Azusa,California,549476,34.1336186,-117.90756,2018
Bridgeport,Connecticut,824947,41.1865478,-73.195177,2018
St. Louis Park,Minnesota,509974,44.9597376,-93.370219,2018
Chesterfield,Missouri,215205,38.6631083,-90.577068,2018
Greenacres,Florida,626945,26.6276276,-80.13539,2018
Pasco,Washington,791579,46.2395793,-119.10057,2018
Torrance,California,256041,33.8358492,-118.34063,2018
Madison,Wisconsin,547170,43.0730517,-89.40123,2018
Janesville,Wisconsin,416484,42.6827885,-89.018722,2018
Waukegan,Illinois,33808,42.3636331,-87.844794,2018
Bowling Green,Kentucky,846192,36.9685219,-86.480804,2018
Arlington,Texas,534674,32.735687,-97.108066,2018
Lewisville,Texas,433373,33.046233,-96.994174,2018
Farmington,New Mexico,972831,36.7280583,-108.21869,2018
Oakley,California,660905,37.9974219,-121.71245,2018
Palo Alto,California,821223,37.4418834,-122.14302,2018
Springfield,Oregon,694316,44.0462362,-123.02203,2018
New Bedford,Massachusetts,19340,41.6362152,-70.934205,2018
Redmond,Washington,927684,47.6739881,-122.12151,2018
Brentwood,California,921258,37.931868,-121.69579,2018
Davis,California,453228,38.5449065,-121.74052,2018
La Mirada,California,86184,33.9172357,-118.01201,2018
Smyrna,Tennessee,100954,35.9828412,-86.518605,2018
Altoona,Pennsylvania,152503,40.5186809,-78.394736,2018
Dothan,Alabama,36693,31.2232313,-85.390489,2018
East Orange,New Jersey,876255,40.767323,-74.204868,2018
Tinley Park,Illinois,619180,41.5731442,-87.793294,2018
Biloxi,Mississippi,830420,30.3960318,-88.885308,2018
Urbana,Illinois,504906,40.1105875,-88.20727,2018
Garden Grove,California,692714,33.7739053,-117.94145,2018
Lynwood,California,602984,33.930293,-118.21146,2018
Northglenn,Colorado,385462,39.8961821,-104.98115,2018
Canton,Ohio,278753,40.7989473,-81.378447,2018
Brookhaven,Georgia,867571,33.8651033,-84.336592,2018
Baton Rouge,Louisiana,818430,30.4582829,-91.14032,2018
Bristol,Connecticut,623253,41.6717648,-72.94927,2018
Independence,Missouri,70888,39.0911161,-94.415507,2018
Lansing,Michigan,869510,42.732535,-84.555535,2018
Orland Park,Illinois,347465,41.6303103,-87.853943,2018
Vineland,New Jersey,105995,39.4863773,-75.025964,2018
Green Bay,Wisconsin,282448,44.519159,-88.019826,2018
Evanston,Illinois,712979,42.0450722,-87.687697,2018
Ocoee,Florida,489435,28.5691677,-81.543962,2018
Los Angeles,California,875475,34.0522342,-118.24368,2018
Federal Way,Washington,841983,47.3223221,-122.31262,2018
West Jordan,Utah,258647,40.6096698,-111.9391,2018
Yucaipa,California,143244,34.033625,-117.04309,2018
Pittsburgh,Pennsylvania,733511,40.4406248,-79.995886,2018
Downey,California,43105,33.9401088,-118.13316,2018
Cicero,Illinois,636971,41.8455877,-87.753945,2018
South Gate,California,441384,33.954737,-118.21202,2018
Panama City,Florida,354296,30.1588129,-85.660206,2018
